Production,dayOfYear,month_number,Hour,hour_sinhalf
2475.0,297,10,14,0.9422609221188205
2469.0,297,10,15,0.8878852184023752
2352.0,297,10,16,0.8169698930104421
2160.0,297,10,17,0.7308359642781239
2234.0,297,10,18,0.631087944326053
2819.0,297,10,19,0.5195839500354339
3348.0,297,10,20,0.3984010898462414
3483.0,297,10,21,0.2697967711570243
3396.0,297,10,22,0.1361666490962471
3237.0,297,10,23,1.2246467991473532e-16
3075.0,298,10,0,0.0
2920.0,298,10,1,0.1361666490962466
2872.0,298,10,2,0.2697967711570243
2691.0,298,10,3,0.39840108984624145
2513.0,298,10,4,0.5195839500354336
2488.0,298,10,5,0.6310879443260529
2497.0,298,10,6,0.730835964278124
2539.0,298,10,7,0.816969893010442
2485.0,298,10,8,0.8878852184023752
2368.0,298,10,9,0.9422609221188204
1894.0,298,10,10,0.9790840876823229
1532.0,298,10,11,0.9976687691905392
1561.0,298,10,12,0.9976687691905392
1635.0,298,10,13,0.9790840876823229
1737.0,298,10,14,0.9422609221188205
2064.0,298,10,15,0.8878852184023752
2132.0,298,10,16,0.8169698930104421
2222.0,298,10,17,0.7308359642781239
2214.0,298,10,18,0.631087944326053
2547.0,298,10,19,0.5195839500354339
2982.0,298,10,20,0.3984010898462414
3228.0,298,10,21,0.2697967711570243
3179.0,298,10,22,0.1361666490962471
3132.0,298,10,23,1.2246467991473532e-16
3012.0,299,10,0,0.0
3026.0,299,10,1,0.1361666490962466
2837.0,299,10,2,0.2697967711570243
2721.0,299,10,3,0.39840108984624145
2644.0,299,10,4,0.5195839500354336
2534.0,299,10,5,0.6310879443260529
2519.0,299,10,6,0.730835964278124
2550.0,299,10,7,0.816969893010442
2537.0,299,10,8,0.8878852184023752
2377.0,299,10,9,0.9422609221188204
2274.0,299,10,10,0.9790840876823229
2456.0,299,10,11,0.9976687691905392
2779.0,299,10,12,0.9976687691905392
3010.0,299,10,13,0.9790840876823229
3003.0,299,10,14,0.9422609221188205
2987.0,299,10,15,0.8878852184023752
2826.0,299,10,16,0.8169698930104421
2663.0,299,10,17,0.7308359642781239
2698.0,299,10,18,0.631087944326053
2979.0,299,10,19,0.5195839500354339
3297.0,299,10,20,0.3984010898462414
3672.0,299,10,21,0.2697967711570243
3601.0,299,10,22,0.1361666490962471
3494.0,299,10,23,1.2246467991473532e-16
3162.0,300,10,0,0.0
2741.0,300,10,1,0.1361666490962466
2458.0,300,10,2,0.2697967711570243
2392.0,300,10,3,0.39840108984624145
2351.0,300,10,4,0.5195839500354336
2107.0,300,10,5,0.6310879443260529
1869.0,300,10,6,0.730835964278124
1904.0,300,10,7,0.816969893010442
1956.0,300,10,8,0.8878852184023752
1847.0,300,10,9,0.9422609221188204
1669.0,300,10,10,0.9790840876823229
1518.0,300,10,11,0.9976687691905392
1511.0,300,10,12,0.9976687691905392
1554.0,300,10,13,0.9790840876823229
1667.0,300,10,14,0.9422609221188205
1679.0,300,10,15,0.8878852184023752
1546.0,300,10,16,0.8169698930104421
1402.0,300,10,17,0.7308359642781239
1578.0,300,10,18,0.631087944326053
2310.0,300,10,19,0.5195839500354339
3056.0,300,10,20,0.3984010898462414
3652.0,300,10,21,0.2697967711570243
4013.0,300,10,22,0.1361666490962471
4218.0,300,10,23,1.2246467991473532e-16
4303.0,301,10,0,0.0
4450.0,301,10,1,0.1361666490962466
4839.0,301,10,2,0.2697967711570243
5147.0,301,10,3,0.39840108984624145
5448.0,301,10,4,0.5195839500354336
5652.0,301,10,5,0.6310879443260529
5780.0,301,10,6,0.730835964278124
5785.0,301,10,7,0.816969893010442
5680.0,301,10,8,0.8878852184023752
5832.0,301,10,9,0.9422609221188204
5018.0,301,10,10,0.9790840876823229
4186.0,301,10,11,0.9976687691905392
4146.0,301,10,12,0.9976687691905392
4811.0,301,10,13,0.9790840876823229
5348.0,301,10,14,0.9422609221188205
5827.0,301,10,15,0.8878852184023752
6321.0,301,10,16,0.8169698930104421
6513.0,301,10,17,0.7308359642781239
7295.0,301,10,18,0.631087944326053
8840.0,301,10,19,0.5195839500354339
10070.0,301,10,20,0.3984010898462414
10747.0,301,10,21,0.2697967711570243
10685.0,301,10,22,0.1361666490962471
10742.0,301,10,23,1.2246467991473532e-16
10642.0,302,10,0,0.0
10793.0,302,10,1,0.1361666490962466
10943.0,302,10,2,0.2697967711570243
11106.0,302,10,3,0.39840108984624145
11397.0,302,10,4,0.5195839500354336
11530.0,302,10,5,0.6310879443260529
11732.0,302,10,6,0.730835964278124
12206.0,302,10,7,0.816969893010442
12206.0,302,10,8,0.8878852184023752
11830.0,302,10,9,0.9422609221188204
11206.0,302,10,10,0.9790840876823229
10881.0,302,10,11,0.9976687691905392
10819.0,302,10,12,0.9976687691905392
10751.0,302,10,13,0.9790840876823229
10154.0,302,10,14,0.9422609221188205
9176.0,302,10,15,0.8878852184023752
8048.0,302,10,16,0.8169698930104421
7528.0,302,10,17,0.7308359642781239
6685.0,302,10,18,0.631087944326053
6335.0,302,10,19,0.5195839500354339
5901.0,302,10,20,0.3984010898462414
5863.0,302,10,21,0.2697967711570243
5679.0,302,10,22,0.1361666490962471
5471.0,302,10,23,1.2246467991473532e-16
5790.0,303,10,0,0.0
6266.0,303,10,1,0.1361666490962466
7206.0,303,10,2,0.2697967711570243
8059.0,303,10,3,0.39840108984624145
8652.0,303,10,4,0.5195839500354336
9259.0,303,10,5,0.6310879443260529
9361.0,303,10,6,0.730835964278124
9538.0,303,10,7,0.816969893010442
9703.0,303,10,8,0.8878852184023752
9268.0,303,10,9,0.9422609221188204
8662.0,303,10,10,0.9790840876823229
8259.0,303,10,11,0.9976687691905392
8042.0,303,10,12,0.9976687691905392
7662.0,303,10,13,0.9790840876823229
7291.0,303,10,14,0.9422609221188205
6182.0,303,10,15,0.8878852184023752
5214.0,303,10,16,0.8169698930104421
4615.0,303,10,17,0.7308359642781239
4281.0,303,10,18,0.631087944326053
4377.0,303,10,19,0.5195839500354339
4657.0,303,10,20,0.3984010898462414
4717.0,303,10,21,0.2697967711570243
4797.0,303,10,22,0.1361666490962471
4709.0,303,10,23,1.2246467991473532e-16
4501.0,304,10,0,0.0
4314.0,304,10,1,0.1361666490962466
4379.0,304,10,2,0.2697967711570243
4698.0,304,10,2,0.2697967711570243
5415.0,304,10,3,0.39840108984624145
6130.0,304,10,4,0.5195839500354336
7313.0,304,10,5,0.6310879443260529
8545.0,304,10,6,0.730835964278124
9966.0,304,10,7,0.816969893010442
10815.0,304,10,8,0.8878852184023752
11059.0,304,10,9,0.9422609221188204
11292.0,304,10,10,0.9790840876823229
11902.0,304,10,11,0.9976687691905392
12365.0,304,10,12,0.9976687691905392
12654.0,304,10,13,0.9790840876823229
12580.0,304,10,14,0.9422609221188205
12157.0,304,10,15,0.8878852184023752
11110.0,304,10,16,0.8169698930104421
10313.0,304,10,17,0.7308359642781239
9828.0,304,10,18,0.631087944326053
9396.0,304,10,19,0.5195839500354339
9054.0,304,10,20,0.3984010898462414
8908.0,304,10,21,0.2697967711570243
8732.0,304,10,22,0.1361666490962471
8980.0,304,10,23,1.2246467991473532e-16
8888.0,305,11,0,0.0
8784.0,305,11,1,0.1361666490962466
8639.0,305,11,2,0.2697967711570243
8566.0,305,11,3,0.39840108984624145
8510.0,305,11,4,0.5195839500354336
8541.0,305,11,5,0.6310879443260529
8443.0,305,11,6,0.730835964278124
8428.0,305,11,7,0.816969893010442
7911.0,305,11,8,0.8878852184023752
7529.0,305,11,9,0.9422609221188204
8025.0,305,11,10,0.9790840876823229
8611.0,305,11,11,0.9976687691905392
9330.0,305,11,12,0.9976687691905392
9488.0,305,11,13,0.9790840876823229
8346.0,305,11,14,0.9422609221188205
6994.0,305,11,15,0.8878852184023752
5851.0,305,11,16,0.8169698930104421
5456.0,305,11,17,0.7308359642781239
5592.0,305,11,18,0.631087944326053
5690.0,305,11,19,0.5195839500354339
5833.0,305,11,20,0.3984010898462414
5917.0,305,11,21,0.2697967711570243
5549.0,305,11,22,0.1361666490962471
5291.0,305,11,23,1.2246467991473532e-16
5520.0,306,11,0,0.0
5513.0,306,11,1,0.1361666490962466
5296.0,306,11,2,0.2697967711570243
4934.0,306,11,3,0.39840108984624145
4743.0,306,11,4,0.5195839500354336
4449.0,306,11,5,0.6310879443260529
4271.0,306,11,6,0.730835964278124
4253.0,306,11,7,0.816969893010442
4004.0,306,11,8,0.8878852184023752
3726.0,306,11,9,0.9422609221188204
3687.0,306,11,10,0.9790840876823229
3601.0,306,11,11,0.9976687691905392
3595.0,306,11,12,0.9976687691905392
3161.0,306,11,13,0.9790840876823229
2529.0,306,11,14,0.9422609221188205
1852.0,306,11,15,0.8878852184023752
1453.0,306,11,16,0.8169698930104421
1616.0,306,11,17,0.7308359642781239
1929.0,306,11,18,0.631087944326053
2201.0,306,11,19,0.5195839500354339
2243.0,306,11,20,0.3984010898462414
2298.0,306,11,21,0.2697967711570243
2398.0,306,11,22,0.1361666490962471
2724.0,306,11,23,1.2246467991473532e-16
3429.0,307,11,0,0.0
3814.0,307,11,1,0.1361666490962466
3804.0,307,11,2,0.2697967711570243
3629.0,307,11,3,0.39840108984624145
3699.0,307,11,4,0.5195839500354336
3724.0,307,11,5,0.6310879443260529
3899.0,307,11,6,0.730835964278124
3982.0,307,11,7,0.816969893010442
3615.0,307,11,8,0.8878852184023752
3048.0,307,11,9,0.9422609221188204
2715.0,307,11,10,0.9790840876823229
2584.0,307,11,11,0.9976687691905392
2586.0,307,11,12,0.9976687691905392
2639.0,307,11,13,0.9790840876823229
2646.0,307,11,14,0.9422609221188205
2586.0,307,11,15,0.8878852184023752
2586.0,307,11,16,0.8169698930104421
2801.0,307,11,17,0.7308359642781239
2925.0,307,11,18,0.631087944326053
3085.0,307,11,19,0.5195839500354339
2960.0,307,11,20,0.3984010898462414
2898.0,307,11,21,0.2697967711570243
2549.0,307,11,22,0.1361666490962471
2504.0,307,11,23,1.2246467991473532e-16
2611.0,308,11,0,0.0
2614.0,308,11,1,0.1361666490962466
2782.0,308,11,2,0.2697967711570243
2859.0,308,11,3,0.39840108984624145
3029.0,308,11,4,0.5195839500354336
3072.0,308,11,5,0.6310879443260529
3015.0,308,11,6,0.730835964278124
3028.0,308,11,7,0.816969893010442
3001.0,308,11,8,0.8878852184023752
2734.0,308,11,9,0.9422609221188204
2514.0,308,11,10,0.9790840876823229
2711.0,308,11,11,0.9976687691905392
2778.0,308,11,12,0.9976687691905392
2663.0,308,11,13,0.9790840876823229
2712.0,308,11,14,0.9422609221188205
2831.0,308,11,15,0.8878852184023752
2924.0,308,11,16,0.8169698930104421
3208.0,308,11,17,0.7308359642781239
3507.0,308,11,18,0.631087944326053
4081.0,308,11,19,0.5195839500354339
4533.0,308,11,20,0.3984010898462414
4719.0,308,11,21,0.2697967711570243
4434.0,308,11,22,0.1361666490962471
4083.0,308,11,23,1.2246467991473532e-16
3728.0,309,11,0,0.0
3412.0,309,11,1,0.1361666490962466
3286.0,309,11,2,0.2697967711570243
3097.0,309,11,3,0.39840108984624145
3001.0,309,11,4,0.5195839500354336
2908.0,309,11,5,0.6310879443260529
2890.0,309,11,6,0.730835964278124
2829.0,309,11,7,0.816969893010442
2546.0,309,11,8,0.8878852184023752
2069.0,309,11,9,0.9422609221188204
1657.0,309,11,10,0.9790840876823229
1524.0,309,11,11,0.9976687691905392
1550.0,309,11,12,0.9976687691905392
1495.0,309,11,13,0.9790840876823229
1495.0,309,11,14,0.9422609221188205
1524.0,309,11,15,0.8878852184023752
1470.0,309,11,16,0.8169698930104421
1593.0,309,11,17,0.7308359642781239
1913.0,309,11,18,0.631087944326053
2201.0,309,11,19,0.5195839500354339
2321.0,309,11,20,0.3984010898462414
2311.0,309,11,21,0.2697967711570243
2164.0,309,11,22,0.1361666490962471
2139.0,309,11,23,1.2246467991473532e-16
2187.0,310,11,0,0.0
2319.0,310,11,1,0.1361666490962466
2539.0,310,11,2,0.2697967711570243
2745.0,310,11,3,0.39840108984624145
2720.0,310,11,4,0.5195839500354336
2699.0,310,11,5,0.6310879443260529
2668.0,310,11,6,0.730835964278124
2697.0,310,11,7,0.816969893010442
2568.0,310,11,8,0.8878852184023752
2264.0,310,11,9,0.9422609221188204
2051.0,310,11,10,0.9790840876823229
2016.0,310,11,11,0.9976687691905392
2114.0,310,11,12,0.9976687691905392
2448.0,310,11,13,0.9790840876823229
2859.0,310,11,14,0.9422609221188205
3092.0,310,11,15,0.8878852184023752
3350.0,310,11,16,0.8169698930104421
3682.0,310,11,17,0.7308359642781239
4360.0,310,11,18,0.631087944326053
4866.0,310,11,19,0.5195839500354339
5589.0,310,11,20,0.3984010898462414
6018.0,310,11,21,0.2697967711570243
6166.0,310,11,22,0.1361666490962471
6150.0,310,11,23,1.2246467991473532e-16
6169.0,311,11,0,0.0
6559.0,311,11,1,0.1361666490962466
6637.0,311,11,2,0.2697967711570243
6459.0,311,11,3,0.39840108984624145
6308.0,311,11,4,0.5195839500354336
5983.0,311,11,5,0.6310879443260529
5895.0,311,11,6,0.730835964278124
5695.0,311,11,7,0.816969893010442
5270.0,311,11,8,0.8878852184023752
4904.0,311,11,9,0.9422609221188204
4712.0,311,11,10,0.9790840876823229
4954.0,311,11,11,0.9976687691905392
5099.0,311,11,12,0.9976687691905392
5163.0,311,11,13,0.9790840876823229
4816.0,311,11,14,0.9422609221188205
4356.0,311,11,15,0.8878852184023752
3660.0,311,11,16,0.8169698930104421
3132.0,311,11,17,0.7308359642781239
3166.0,311,11,18,0.631087944326053
3264.0,311,11,19,0.5195839500354339
3260.0,311,11,20,0.3984010898462414
3080.0,311,11,21,0.2697967711570243
2966.0,311,11,22,0.1361666490962471
2914.0,311,11,23,1.2246467991473532e-16
2805.0,312,11,0,0.0
2746.0,312,11,1,0.1361666490962466
2630.0,312,11,2,0.2697967711570243
2417.0,312,11,3,0.39840108984624145
2170.0,312,11,4,0.5195839500354336
1941.0,312,11,5,0.6310879443260529
1863.0,312,11,6,0.730835964278124
1847.0,312,11,7,0.816969893010442
1772.0,312,11,8,0.8878852184023752
1539.0,312,11,9,0.9422609221188204
1373.0,312,11,10,0.9790840876823229
1422.0,312,11,11,0.9976687691905392
1567.0,312,11,12,0.9976687691905392
1655.0,312,11,13,0.9790840876823229
1711.0,312,11,14,0.9422609221188205
1836.0,312,11,15,0.8878852184023752
1794.0,312,11,16,0.8169698930104421
1745.0,312,11,17,0.7308359642781239
1756.0,312,11,18,0.631087944326053
1785.0,312,11,19,0.5195839500354339
1849.0,312,11,20,0.3984010898462414
1846.0,312,11,21,0.2697967711570243
1807.0,312,11,22,0.1361666490962471
1739.0,312,11,23,1.2246467991473532e-16
1784.0,313,11,0,0.0
1786.0,313,11,1,0.1361666490962466
1796.0,313,11,2,0.2697967711570243
1834.0,313,11,3,0.39840108984624145
1956.0,313,11,4,0.5195839500354336
1989.0,313,11,5,0.6310879443260529
1931.0,313,11,6,0.730835964278124
1901.0,313,11,7,0.816969893010442
1811.0,313,11,8,0.8878852184023752
1624.0,313,11,9,0.9422609221188204
1282.0,313,11,10,0.9790840876823229
1050.0,313,11,11,0.9976687691905392
1026.0,313,11,12,0.9976687691905392
1100.0,313,11,13,0.9790840876823229
1075.0,313,11,14,0.9422609221188205
1053.0,313,11,15,0.8878852184023752
1002.0,313,11,16,0.8169698930104421
1072.0,313,11,17,0.7308359642781239
1288.0,313,11,18,0.631087944326053
1181.0,313,11,19,0.5195839500354339
1088.0,313,11,20,0.3984010898462414
1140.0,313,11,21,0.2697967711570243
1107.0,313,11,22,0.1361666490962471
815.0,313,11,23,1.2246467991473532e-16
632.0,314,11,0,0.0
562.0,314,11,1,0.1361666490962466
781.0,314,11,2,0.2697967711570243
955.0,314,11,3,0.39840108984624145
976.0,314,11,4,0.5195839500354336
716.0,314,11,5,0.6310879443260529
552.0,314,11,6,0.730835964278124
452.0,314,11,7,0.816969893010442
390.0,314,11,8,0.8878852184023752
412.0,314,11,9,0.9422609221188204
401.0,314,11,10,0.9790840876823229
388.0,314,11,11,0.9976687691905392
381.0,314,11,12,0.9976687691905392
451.0,314,11,13,0.9790840876823229
508.0,314,11,14,0.9422609221188205
549.0,314,11,15,0.8878852184023752
560.0,314,11,16,0.8169698930104421
708.0,314,11,17,0.7308359642781239
877.0,314,11,18,0.631087944326053
986.0,314,11,19,0.5195839500354339
996.0,314,11,20,0.3984010898462414
974.0,314,11,21,0.2697967711570243
961.0,314,11,22,0.1361666490962471
944.0,314,11,23,1.2246467991473532e-16
1021.0,315,11,0,0.0
1066.0,315,11,1,0.1361666490962466
1074.0,315,11,2,0.2697967711570243
1039.0,315,11,3,0.39840108984624145
971.0,315,11,4,0.5195839500354336
895.0,315,11,5,0.6310879443260529
843.0,315,11,6,0.730835964278124
886.0,315,11,7,0.816969893010442
858.0,315,11,8,0.8878852184023752
898.0,315,11,9,0.9422609221188204
720.0,315,11,10,0.9790840876823229
494.0,315,11,11,0.9976687691905392
404.0,315,11,12,0.9976687691905392
346.0,315,11,13,0.9790840876823229
273.0,315,11,14,0.9422609221188205
230.0,315,11,15,0.8878852184023752
227.0,315,11,16,0.8169698930104421
315.0,315,11,17,0.7308359642781239
553.0,315,11,18,0.631087944326053
823.0,315,11,19,0.5195839500354339
893.0,315,11,20,0.3984010898462414
832.0,315,11,21,0.2697967711570243
888.0,315,11,22,0.1361666490962471
866.0,315,11,23,1.2246467991473532e-16
915.0,316,11,0,0.0
922.0,316,11,1,0.1361666490962466
976.0,316,11,2,0.2697967711570243
1148.0,316,11,3,0.39840108984624145
1524.0,316,11,4,0.5195839500354336
1829.0,316,11,5,0.6310879443260529
1999.0,316,11,6,0.730835964278124
2372.0,316,11,7,0.816969893010442
2700.0,316,11,8,0.8878852184023752
2650.0,316,11,9,0.9422609221188204
2435.0,316,11,10,0.9790840876823229
2270.0,316,11,11,0.9976687691905392
2081.0,316,11,12,0.9976687691905392
2186.0,316,11,13,0.9790840876823229
2154.0,316,11,14,0.9422609221188205
2454.0,316,11,15,0.8878852184023752
3171.0,316,11,16,0.8169698930104421
3842.0,316,11,17,0.7308359642781239
4157.0,316,11,18,0.631087944326053
4483.0,316,11,19,0.5195839500354339
5473.0,316,11,20,0.3984010898462414
5945.0,316,11,21,0.2697967711570243
5813.0,316,11,22,0.1361666490962471
5868.0,316,11,23,1.2246467991473532e-16
5900.0,317,11,0,0.0
6242.0,317,11,1,0.1361666490962466
6267.0,317,11,2,0.2697967711570243
5902.0,317,11,3,0.39840108984624145
5731.0,317,11,4,0.5195839500354336
5525.0,317,11,5,0.6310879443260529
5425.0,317,11,6,0.730835964278124
5204.0,317,11,7,0.816969893010442
4849.0,317,11,8,0.8878852184023752
4342.0,317,11,9,0.9422609221188204
3976.0,317,11,10,0.9790840876823229
3587.0,317,11,11,0.9976687691905392
3359.0,317,11,12,0.9976687691905392
3052.0,317,11,13,0.9790840876823229
2815.0,317,11,14,0.9422609221188205
2735.0,317,11,15,0.8878852184023752
2612.0,317,11,16,0.8169698930104421
2662.0,317,11,17,0.7308359642781239
2570.0,317,11,18,0.631087944326053
2446.0,317,11,19,0.5195839500354339
2387.0,317,11,20,0.3984010898462414
2388.0,317,11,21,0.2697967711570243
2315.0,317,11,22,0.1361666490962471
2229.0,317,11,23,1.2246467991473532e-16
2234.0,318,11,0,0.0
2264.0,318,11,1,0.1361666490962466
2301.0,318,11,2,0.2697967711570243
2313.0,318,11,3,0.39840108984624145
2407.0,318,11,4,0.5195839500354336
2468.0,318,11,5,0.6310879443260529
2462.0,318,11,6,0.730835964278124
2521.0,318,11,7,0.816969893010442
2505.0,318,11,8,0.8878852184023752
2390.0,318,11,9,0.9422609221188204
2460.0,318,11,10,0.9790840876823229
2706.0,318,11,11,0.9976687691905392
3083.0,318,11,12,0.9976687691905392
3420.0,318,11,13,0.9790840876823229
3529.0,318,11,14,0.9422609221188205
3479.0,318,11,15,0.8878852184023752
3513.0,318,11,16,0.8169698930104421
3849.0,318,11,17,0.7308359642781239
4295.0,318,11,18,0.631087944326053
4694.0,318,11,19,0.5195839500354339
4699.0,318,11,20,0.3984010898462414
4512.0,318,11,21,0.2697967711570243
4147.0,318,11,22,0.1361666490962471
3932.0,318,11,23,1.2246467991473532e-16
3503.0,319,11,0,0.0
3258.0,319,11,1,0.1361666490962466
3110.0,319,11,2,0.2697967711570243
3090.0,319,11,3,0.39840108984624145
3124.0,319,11,4,0.5195839500354336
2987.0,319,11,5,0.6310879443260529
3170.0,319,11,6,0.730835964278124
3364.0,319,11,7,0.816969893010442
3478.0,319,11,8,0.8878852184023752
3409.0,319,11,9,0.9422609221188204
3257.0,319,11,10,0.9790840876823229
3145.0,319,11,11,0.9976687691905392
3027.0,319,11,12,0.9976687691905392
3041.0,319,11,13,0.9790840876823229
2945.0,319,11,14,0.9422609221188205
2800.0,319,11,15,0.8878852184023752
2689.0,319,11,16,0.8169698930104421
2597.0,319,11,17,0.7308359642781239
2540.0,319,11,18,0.631087944326053
2325.0,319,11,19,0.5195839500354339
1931.0,319,11,20,0.3984010898462414
1493.0,319,11,21,0.2697967711570243
1159.0,319,11,22,0.1361666490962471
1069.0,319,11,23,1.2246467991473532e-16
968.0,320,11,0,0.0
833.0,320,11,1,0.1361666490962466
758.0,320,11,2,0.2697967711570243
697.0,320,11,3,0.39840108984624145
698.0,320,11,4,0.5195839500354336
680.0,320,11,5,0.6310879443260529
655.0,320,11,6,0.730835964278124
745.0,320,11,7,0.816969893010442
760.0,320,11,8,0.8878852184023752
724.0,320,11,9,0.9422609221188204
692.0,320,11,10,0.9790840876823229
648.0,320,11,11,0.9976687691905392
647.0,320,11,12,0.9976687691905392
692.0,320,11,13,0.9790840876823229
721.0,320,11,14,0.9422609221188205
775.0,320,11,15,0.8878852184023752
893.0,320,11,16,0.8169698930104421
968.0,320,11,17,0.7308359642781239
1081.0,320,11,18,0.631087944326053
1121.0,320,11,19,0.5195839500354339
1201.0,320,11,20,0.3984010898462414
1335.0,320,11,21,0.2697967711570243
1459.0,320,11,22,0.1361666490962471
1581.0,320,11,23,1.2246467991473532e-16
1636.0,321,11,0,0.0
1690.0,321,11,1,0.1361666490962466
1768.0,321,11,2,0.2697967711570243
1870.0,321,11,3,0.39840108984624145
1895.0,321,11,4,0.5195839500354336
1886.0,321,11,5,0.6310879443260529
1944.0,321,11,6,0.730835964278124
1957.0,321,11,7,0.816969893010442
1884.0,321,11,8,0.8878852184023752
1868.0,321,11,9,0.9422609221188204
1630.0,321,11,10,0.9790840876823229
1540.0,321,11,11,0.9976687691905392
1419.0,321,11,12,0.9976687691905392
1408.0,321,11,13,0.9790840876823229
1474.0,321,11,14,0.9422609221188205
1438.0,321,11,15,0.8878852184023752
1489.0,321,11,16,0.8169698930104421
1554.0,321,11,17,0.7308359642781239
1852.0,321,11,18,0.631087944326053
2107.0,321,11,19,0.5195839500354339
2096.0,321,11,20,0.3984010898462414
1860.0,321,11,21,0.2697967711570243
1705.0,321,11,22,0.1361666490962471
1637.0,321,11,23,1.2246467991473532e-16
1556.0,322,11,0,0.0
1508.0,322,11,1,0.1361666490962466
1521.0,322,11,2,0.2697967711570243
1525.0,322,11,3,0.39840108984624145
1428.0,322,11,4,0.5195839500354336
1357.0,322,11,5,0.6310879443260529
1406.0,322,11,6,0.730835964278124
1541.0,322,11,7,0.816969893010442
1540.0,322,11,8,0.8878852184023752
1446.0,322,11,9,0.9422609221188204
1227.0,322,11,10,0.9790840876823229
1060.0,322,11,11,0.9976687691905392
1017.0,322,11,12,0.9976687691905392
1022.0,322,11,13,0.9790840876823229
1086.0,322,11,14,0.9422609221188205
1228.0,322,11,15,0.8878852184023752
1385.0,322,11,16,0.8169698930104421
1570.0,322,11,17,0.7308359642781239
1578.0,322,11,18,0.631087944326053
1593.0,322,11,19,0.5195839500354339
1506.0,322,11,20,0.3984010898462414
1279.0,322,11,21,0.2697967711570243
1143.0,322,11,22,0.1361666490962471
1089.0,322,11,23,1.2246467991473532e-16
1124.0,323,11,0,0.0
1111.0,323,11,1,0.1361666490962466
1144.0,323,11,2,0.2697967711570243
1174.0,323,11,3,0.39840108984624145
1126.0,323,11,4,0.5195839500354336
1131.0,323,11,5,0.6310879443260529
1194.0,323,11,6,0.730835964278124
1244.0,323,11,7,0.816969893010442
1264.0,323,11,8,0.8878852184023752
1066.0,323,11,9,0.9422609221188204
718.0,323,11,10,0.9790840876823229
568.0,323,11,11,0.9976687691905392
540.0,323,11,12,0.9976687691905392
525.0,323,11,13,0.9790840876823229
499.0,323,11,14,0.9422609221188205
525.0,323,11,15,0.8878852184023752
560.0,323,11,16,0.8169698930104421
770.0,323,11,17,0.7308359642781239
1097.0,323,11,18,0.631087944326053
1392.0,323,11,19,0.5195839500354339
1628.0,323,11,20,0.3984010898462414
1768.0,323,11,21,0.2697967711570243
1767.0,323,11,22,0.1361666490962471
1703.0,323,11,23,1.2246467991473532e-16
1582.0,324,11,0,0.0
1523.0,324,11,1,0.1361666490962466
1511.0,324,11,2,0.2697967711570243
1559.0,324,11,3,0.39840108984624145
1614.0,324,11,4,0.5195839500354336
1531.0,324,11,5,0.6310879443260529
1339.0,324,11,6,0.730835964278124
1081.0,324,11,7,0.816969893010442
837.0,324,11,8,0.8878852184023752
676.0,324,11,9,0.9422609221188204
499.0,324,11,10,0.9790840876823229
350.0,324,11,11,0.9976687691905392
259.0,324,11,12,0.9976687691905392
193.0,324,11,13,0.9790840876823229
138.0,324,11,14,0.9422609221188205
103.0,324,11,15,0.8878852184023752
139.0,324,11,16,0.8169698930104421
200.0,324,11,17,0.7308359642781239
213.0,324,11,18,0.631087944326053
238.0,324,11,19,0.5195839500354339
254.0,324,11,20,0.3984010898462414
267.0,324,11,21,0.2697967711570243
276.0,324,11,22,0.1361666490962471
309.0,324,11,23,1.2246467991473532e-16
391.0,325,11,0,0.0
467.0,325,11,1,0.1361666490962466
453.0,325,11,2,0.2697967711570243
490.0,325,11,3,0.39840108984624145
551.0,325,11,4,0.5195839500354336
577.0,325,11,5,0.6310879443260529
561.0,325,11,6,0.730835964278124
664.0,325,11,7,0.816969893010442
949.0,325,11,8,0.8878852184023752
1288.0,325,11,9,0.9422609221188204
1613.0,325,11,10,0.9790840876823229
1990.0,325,11,11,0.9976687691905392
2501.0,325,11,12,0.9976687691905392
2906.0,325,11,13,0.9790840876823229
3118.0,325,11,14,0.9422609221188205
3109.0,325,11,15,0.8878852184023752
3038.0,325,11,16,0.8169698930104421
3292.0,325,11,17,0.7308359642781239
3583.0,325,11,18,0.631087944326053
4103.0,325,11,19,0.5195839500354339
4612.0,325,11,20,0.3984010898462414
5104.0,325,11,21,0.2697967711570243
5386.0,325,11,22,0.1361666490962471
5901.0,325,11,23,1.2246467991473532e-16
6279.0,326,11,0,0.0
6510.0,326,11,1,0.1361666490962466
6902.0,326,11,2,0.2697967711570243
7547.0,326,11,3,0.39840108984624145
7895.0,326,11,4,0.5195839500354336
8386.0,326,11,5,0.6310879443260529
8960.0,326,11,6,0.730835964278124
9600.0,326,11,7,0.816969893010442
9854.0,326,11,8,0.8878852184023752
9832.0,326,11,9,0.9422609221188204
9760.0,326,11,10,0.9790840876823229
10048.0,326,11,11,0.9976687691905392
10151.0,326,11,12,0.9976687691905392
10225.0,326,11,13,0.9790840876823229
10181.0,326,11,14,0.9422609221188205
10117.0,326,11,15,0.8878852184023752
9915.0,326,11,16,0.8169698930104421
9791.0,326,11,17,0.7308359642781239
10048.0,326,11,18,0.631087944326053
9995.0,326,11,19,0.5195839500354339
9833.0,326,11,20,0.3984010898462414
9441.0,326,11,21,0.2697967711570243
9020.0,326,11,22,0.1361666490962471
8761.0,326,11,23,1.2246467991473532e-16
8503.0,327,11,0,0.0
8437.0,327,11,1,0.1361666490962466
8399.0,327,11,2,0.2697967711570243
8105.0,327,11,3,0.39840108984624145
