Production,dayOfYear,month_number,Hour,hour_sinhalf
7218.0,321,11,11,0.9976687691905392
6696.0,321,11,12,0.9976687691905392
6364.0,321,11,13,0.9790840876823229
5950.0,321,11,14,0.9422609221188205
5206.0,321,11,15,0.8878852184023752
4697.0,321,11,16,0.8169698930104421
4544.0,321,11,17,0.7308359642781239
4483.0,321,11,18,0.631087944326053
4633.0,321,11,19,0.5195839500354339
4862.0,321,11,20,0.3984010898462414
5208.0,321,11,21,0.2697967711570243
4932.0,321,11,22,0.1361666490962471
4956.0,321,11,23,1.2246467991473532e-16
4825.0,322,11,0,0.0
4866.0,322,11,1,0.1361666490962466
4680.0,322,11,2,0.2697967711570243
4527.0,322,11,3,0.39840108984624145
4366.0,322,11,4,0.5195839500354336
4106.0,322,11,5,0.6310879443260529
3999.0,322,11,6,0.730835964278124
4019.0,322,11,7,0.816969893010442
3878.0,322,11,8,0.8878852184023752
3486.0,322,11,9,0.9422609221188204
3072.0,322,11,10,0.9790840876823229
2845.0,322,11,11,0.9976687691905392
2774.0,322,11,12,0.9976687691905392
2567.0,322,11,13,0.9790840876823229
2279.0,322,11,14,0.9422609221188205
1844.0,322,11,15,0.8878852184023752
1588.0,322,11,16,0.8169698930104421
1701.0,322,11,17,0.7308359642781239
1863.0,322,11,18,0.631087944326053
2219.0,322,11,19,0.5195839500354339
2427.0,322,11,20,0.3984010898462414
2513.0,322,11,21,0.2697967711570243
2659.0,322,11,22,0.1361666490962471
2837.0,322,11,23,1.2246467991473532e-16
2829.0,323,11,0,0.0
3111.0,323,11,1,0.1361666490962466
3399.0,323,11,2,0.2697967711570243
4252.0,323,11,3,0.39840108984624145
5119.0,323,11,4,0.5195839500354336
5847.0,323,11,5,0.6310879443260529
6509.0,323,11,6,0.730835964278124
7109.0,323,11,7,0.816969893010442
7371.0,323,11,8,0.8878852184023752
6744.0,323,11,9,0.9422609221188204
5518.0,323,11,10,0.9790840876823229
4413.0,323,11,11,0.9976687691905392
3976.0,323,11,12,0.9976687691905392
3864.0,323,11,13,0.9790840876823229
3838.0,323,11,14,0.9422609221188205
4120.0,323,11,15,0.8878852184023752
4873.0,323,11,16,0.8169698930104421
6128.0,323,11,17,0.7308359642781239
7162.0,323,11,18,0.631087944326053
7607.0,323,11,19,0.5195839500354339
7835.0,323,11,20,0.3984010898462414
8073.0,323,11,21,0.2697967711570243
8005.0,323,11,22,0.1361666490962471
7980.0,323,11,23,1.2246467991473532e-16
8081.0,324,11,0,0.0
7752.0,324,11,1,0.1361666490962466
7466.0,324,11,2,0.2697967711570243
7382.0,324,11,3,0.39840108984624145
7979.0,324,11,4,0.5195839500354336
8029.0,324,11,5,0.6310879443260529
8149.0,324,11,6,0.730835964278124
8741.0,324,11,7,0.816969893010442
8374.0,324,11,8,0.8878852184023752
8192.0,324,11,9,0.9422609221188204
7865.0,324,11,10,0.9790840876823229
8226.0,324,11,11,0.9976687691905392
8788.0,324,11,12,0.9976687691905392
9099.0,324,11,13,0.9790840876823229
8831.0,324,11,14,0.9422609221188205
8239.0,324,11,15,0.8878852184023752
7033.0,324,11,16,0.8169698930104421
6344.0,324,11,17,0.7308359642781239
5538.0,324,11,18,0.631087944326053
4982.0,324,11,19,0.5195839500354339
4767.0,324,11,20,0.3984010898462414
4236.0,324,11,21,0.2697967711570243
4088.0,324,11,22,0.1361666490962471
3876.0,324,11,23,1.2246467991473532e-16
3979.0,325,11,0,0.0
4088.0,325,11,1,0.1361666490962466
3818.0,325,11,2,0.2697967711570243
3334.0,325,11,3,0.39840108984624145
3167.0,325,11,4,0.5195839500354336
2822.0,325,11,5,0.6310879443260529
2449.0,325,11,6,0.730835964278124
2190.0,325,11,7,0.816969893010442
1944.0,325,11,8,0.8878852184023752
1727.0,325,11,9,0.9422609221188204
1595.0,325,11,10,0.9790840876823229
1453.0,325,11,11,0.9976687691905392
1537.0,325,11,12,0.9976687691905392
1600.0,325,11,13,0.9790840876823229
1708.0,325,11,14,0.9422609221188205
1763.0,325,11,15,0.8878852184023752
1809.0,325,11,16,0.8169698930104421
1980.0,325,11,17,0.7308359642781239
2427.0,325,11,18,0.631087944326053
2774.0,325,11,19,0.5195839500354339
3033.0,325,11,20,0.3984010898462414
3089.0,325,11,21,0.2697967711570243
3108.0,325,11,22,0.1361666490962471
3114.0,325,11,23,1.2246467991473532e-16
3267.0,326,11,0,0.0
3449.0,326,11,1,0.1361666490962466
3494.0,326,11,2,0.2697967711570243
3532.0,326,11,3,0.39840108984624145
3568.0,326,11,4,0.5195839500354336
3604.0,326,11,5,0.6310879443260529
3717.0,326,11,6,0.730835964278124
3674.0,326,11,7,0.816969893010442
3399.0,326,11,8,0.8878852184023752
3309.0,326,11,9,0.9422609221188204
2797.0,326,11,10,0.9790840876823229
2440.0,326,11,11,0.9976687691905392
2426.0,326,11,12,0.9976687691905392
2440.0,326,11,13,0.9790840876823229
2338.0,326,11,14,0.9422609221188205
2143.0,326,11,15,0.8878852184023752
2175.0,326,11,16,0.8169698930104421
2407.0,326,11,17,0.7308359642781239
2644.0,326,11,18,0.631087944326053
2679.0,326,11,19,0.5195839500354339
2813.0,326,11,20,0.3984010898462414
2686.0,326,11,21,0.2697967711570243
2408.0,326,11,22,0.1361666490962471
2357.0,326,11,23,1.2246467991473532e-16
2365.0,327,11,0,0.0
2179.0,327,11,1,0.1361666490962466
2028.0,327,11,2,0.2697967711570243
1835.0,327,11,3,0.39840108984624145
1697.0,327,11,4,0.5195839500354336
1652.0,327,11,5,0.6310879443260529
1574.0,327,11,6,0.730835964278124
1567.0,327,11,7,0.816969893010442
1597.0,327,11,8,0.8878852184023752
1449.0,327,11,9,0.9422609221188204
1167.0,327,11,10,0.9790840876823229
898.0,327,11,11,0.9976687691905392
713.0,327,11,12,0.9976687691905392
653.0,327,11,13,0.9790840876823229
637.0,327,11,14,0.9422609221188205
591.0,327,11,15,0.8878852184023752
640.0,327,11,16,0.8169698930104421
664.0,327,11,17,0.7308359642781239
698.0,327,11,18,0.631087944326053
805.0,327,11,19,0.5195839500354339
917.0,327,11,20,0.3984010898462414
834.0,327,11,21,0.2697967711570243
678.0,327,11,22,0.1361666490962471
605.0,327,11,23,1.2246467991473532e-16
539.0,328,11,0,0.0
402.0,328,11,1,0.1361666490962466
306.0,328,11,2,0.2697967711570243
243.0,328,11,3,0.39840108984624145
200.0,328,11,4,0.5195839500354336
185.0,328,11,5,0.6310879443260529
192.0,328,11,6,0.730835964278124
222.0,328,11,7,0.816969893010442
270.0,328,11,8,0.8878852184023752
293.0,328,11,9,0.9422609221188204
262.0,328,11,10,0.9790840876823229
229.0,328,11,11,0.9976687691905392
240.0,328,11,12,0.9976687691905392
276.0,328,11,13,0.9790840876823229
304.0,328,11,14,0.9422609221188205
381.0,328,11,15,0.8878852184023752
436.0,328,11,16,0.8169698930104421
594.0,328,11,17,0.7308359642781239
778.0,328,11,18,0.631087944326053
949.0,328,11,19,0.5195839500354339
1134.0,328,11,20,0.3984010898462414
1317.0,328,11,21,0.2697967711570243
1464.0,328,11,22,0.1361666490962471
1612.0,328,11,23,1.2246467991473532e-16
1753.0,329,11,0,0.0
1791.0,329,11,1,0.1361666490962466
1820.0,329,11,2,0.2697967711570243
1766.0,329,11,3,0.39840108984624145
1695.0,329,11,4,0.5195839500354336
1742.0,329,11,5,0.6310879443260529
1968.0,329,11,6,0.730835964278124
2268.0,329,11,7,0.816969893010442
2522.0,329,11,8,0.8878852184023752
2683.0,329,11,9,0.9422609221188204
2416.0,329,11,10,0.9790840876823229
2164.0,329,11,11,0.9976687691905392
2240.0,329,11,12,0.9976687691905392
2317.0,329,11,13,0.9790840876823229
2314.0,329,11,14,0.9422609221188205
2550.0,329,11,15,0.8878852184023752
3189.0,329,11,16,0.8169698930104421
4337.0,329,11,17,0.7308359642781239
5440.0,329,11,18,0.631087944326053
6129.0,329,11,19,0.5195839500354339
6411.0,329,11,20,0.3984010898462414
6510.0,329,11,21,0.2697967711570243
6495.0,329,11,22,0.1361666490962471
6732.0,329,11,23,1.2246467991473532e-16
6893.0,330,11,0,0.0
6882.0,330,11,1,0.1361666490962466
6651.0,330,11,2,0.2697967711570243
6460.0,330,11,3,0.39840108984624145
6352.0,330,11,4,0.5195839500354336
6218.0,330,11,5,0.6310879443260529
6187.0,330,11,6,0.730835964278124
6294.0,330,11,7,0.816969893010442
6068.0,330,11,8,0.8878852184023752
5665.0,330,11,9,0.9422609221188204
4725.0,330,11,10,0.9790840876823229
3793.0,330,11,11,0.9976687691905392
3088.0,330,11,12,0.9976687691905392
2653.0,330,11,13,0.9790840876823229
2357.0,330,11,14,0.9422609221188205
2200.0,330,11,15,0.8878852184023752
2327.0,330,11,16,0.8169698930104421
2773.0,330,11,17,0.7308359642781239
3213.0,330,11,18,0.631087944326053
3433.0,330,11,19,0.5195839500354339
3486.0,330,11,20,0.3984010898462414
3599.0,330,11,21,0.2697967711570243
3387.0,330,11,22,0.1361666490962471
3219.0,330,11,23,1.2246467991473532e-16
3093.0,331,11,0,0.0
2788.0,331,11,1,0.1361666490962466
2649.0,331,11,2,0.2697967711570243
2493.0,331,11,3,0.39840108984624145
2440.0,331,11,4,0.5195839500354336
2390.0,331,11,5,0.6310879443260529
2452.0,331,11,6,0.730835964278124
2640.0,331,11,7,0.816969893010442
2735.0,331,11,8,0.8878852184023752
2607.0,331,11,9,0.9422609221188204
2206.0,331,11,10,0.9790840876823229
1695.0,331,11,11,0.9976687691905392
1491.0,331,11,12,0.9976687691905392
1434.0,331,11,13,0.9790840876823229
1322.0,331,11,14,0.9422609221188205
1269.0,331,11,15,0.8878852184023752
1290.0,331,11,16,0.8169698930104421
1494.0,331,11,17,0.7308359642781239
1681.0,331,11,18,0.631087944326053
1809.0,331,11,19,0.5195839500354339
1820.0,331,11,20,0.3984010898462414
1801.0,331,11,21,0.2697967711570243
1751.0,331,11,22,0.1361666490962471
1755.0,331,11,23,1.2246467991473532e-16
1733.0,332,11,0,0.0
1647.0,332,11,1,0.1361666490962466
1658.0,332,11,2,0.2697967711570243
1645.0,332,11,3,0.39840108984624145
1555.0,332,11,4,0.5195839500354336
1534.0,332,11,5,0.6310879443260529
1618.0,332,11,6,0.730835964278124
1636.0,332,11,7,0.816969893010442
1642.0,332,11,8,0.8878852184023752
1746.0,332,11,9,0.9422609221188204
1642.0,332,11,10,0.9790840876823229
1352.0,332,11,11,0.9976687691905392
1117.0,332,11,12,0.9976687691905392
954.0,332,11,13,0.9790840876823229
902.0,332,11,14,0.9422609221188205
1048.0,332,11,15,0.8878852184023752
1407.0,332,11,16,0.8169698930104421
2079.0,332,11,17,0.7308359642781239
2785.0,332,11,18,0.631087944326053
3245.0,332,11,19,0.5195839500354339
3556.0,332,11,20,0.3984010898462414
3819.0,332,11,21,0.2697967711570243
3848.0,332,11,22,0.1361666490962471
3850.0,332,11,23,1.2246467991473532e-16
3838.0,333,11,0,0.0
3834.0,333,11,1,0.1361666490962466
3756.0,333,11,2,0.2697967711570243
3717.0,333,11,3,0.39840108984624145
3644.0,333,11,4,0.5195839500354336
3491.0,333,11,5,0.6310879443260529
3411.0,333,11,6,0.730835964278124
3660.0,333,11,7,0.816969893010442
4022.0,333,11,8,0.8878852184023752
4318.0,333,11,9,0.9422609221188204
3846.0,333,11,10,0.9790840876823229
2837.0,333,11,11,0.9976687691905392
2227.0,333,11,12,0.9976687691905392
2054.0,333,11,13,0.9790840876823229
2118.0,333,11,14,0.9422609221188205
2452.0,333,11,15,0.8878852184023752
3117.0,333,11,16,0.8169698930104421
4484.0,333,11,17,0.7308359642781239
5756.0,333,11,18,0.631087944326053
6044.0,333,11,19,0.5195839500354339
5880.0,333,11,20,0.3984010898462414
5561.0,333,11,21,0.2697967711570243
5107.0,333,11,22,0.1361666490962471
4758.0,333,11,23,1.2246467991473532e-16
4533.0,334,11,0,0.0
4452.0,334,11,1,0.1361666490962466
4366.0,334,11,2,0.2697967711570243
4383.0,334,11,3,0.39840108984624145
4466.0,334,11,4,0.5195839500354336
4578.0,334,11,5,0.6310879443260529
4503.0,334,11,6,0.730835964278124
4430.0,334,11,7,0.816969893010442
4323.0,334,11,8,0.8878852184023752
3897.0,334,11,9,0.9422609221188204
3043.0,334,11,10,0.9790840876823229
2432.0,334,11,11,0.9976687691905392
2022.0,334,11,12,0.9976687691905392
1938.0,334,11,13,0.9790840876823229
1943.0,334,11,14,0.9422609221188205
2080.0,334,11,15,0.8878852184023752
2334.0,334,11,16,0.8169698930104421
2696.0,334,11,17,0.7308359642781239
2909.0,334,11,18,0.631087944326053
2886.0,334,11,19,0.5195839500354339
2726.0,334,11,20,0.3984010898462414
2590.0,334,11,21,0.2697967711570243
2200.0,334,11,22,0.1361666490962471
1865.0,334,11,23,1.2246467991473532e-16
1693.0,335,11,0,0.0
1537.0,335,11,1,0.1361666490962466
1451.0,335,11,2,0.2697967711570243
1398.0,335,11,3,0.39840108984624145
1326.0,335,11,4,0.5195839500354336
1302.0,335,11,5,0.6310879443260529
1243.0,335,11,6,0.730835964278124
1195.0,335,11,7,0.816969893010442
1202.0,335,11,8,0.8878852184023752
1147.0,335,11,9,0.9422609221188204
1069.0,335,11,10,0.9790840876823229
1043.0,335,11,11,0.9976687691905392
1108.0,335,11,12,0.9976687691905392
1286.0,335,11,13,0.9790840876823229
1518.0,335,11,14,0.9422609221188205
1872.0,335,11,15,0.8878852184023752
2385.0,335,11,16,0.8169698930104421
2933.0,335,11,17,0.7308359642781239
3748.0,335,11,18,0.631087944326053
4556.0,335,11,19,0.5195839500354339
5307.0,335,11,20,0.3984010898462414
6073.0,335,11,21,0.2697967711570243
6126.0,335,11,22,0.1361666490962471
6371.0,335,11,23,1.2246467991473532e-16
6801.0,336,12,0,0.0
7200.0,336,12,1,0.1361666490962466
7531.0,336,12,2,0.2697967711570243
7371.0,336,12,3,0.39840108984624145
7358.0,336,12,4,0.5195839500354336
7571.0,336,12,5,0.6310879443260529
7558.0,336,12,6,0.730835964278124
7635.0,336,12,7,0.816969893010442
7615.0,336,12,8,0.8878852184023752
7231.0,336,12,9,0.9422609221188204
6967.0,336,12,10,0.9790840876823229
7219.0,336,12,11,0.9976687691905392
7624.0,336,12,12,0.9976687691905392
7496.0,336,12,13,0.9790840876823229
7246.0,336,12,14,0.9422609221188205
7081.0,336,12,15,0.8878852184023752
6754.0,336,12,16,0.8169698930104421
6525.0,336,12,17,0.7308359642781239
6638.0,336,12,18,0.631087944326053
6672.0,336,12,19,0.5195839500354339
6812.0,336,12,20,0.3984010898462414
6860.0,336,12,21,0.2697967711570243
6617.0,336,12,22,0.1361666490962471
6350.0,336,12,23,1.2246467991473532e-16
6028.0,337,12,0,0.0
5537.0,337,12,1,0.1361666490962466
4873.0,337,12,2,0.2697967711570243
4384.0,337,12,3,0.39840108984624145
4158.0,337,12,4,0.5195839500354336
3926.0,337,12,5,0.6310879443260529
3534.0,337,12,6,0.730835964278124
3101.0,337,12,7,0.816969893010442
2697.0,337,12,8,0.8878852184023752
2306.0,337,12,9,0.9422609221188204
1894.0,337,12,10,0.9790840876823229
1622.0,337,12,11,0.9976687691905392
1532.0,337,12,12,0.9976687691905392
1468.0,337,12,13,0.9790840876823229
1487.0,337,12,14,0.9422609221188205
1596.0,337,12,15,0.8878852184023752
1699.0,337,12,16,0.8169698930104421
1691.0,337,12,17,0.7308359642781239
1706.0,337,12,18,0.631087944326053
1781.0,337,12,19,0.5195839500354339
2047.0,337,12,20,0.3984010898462414
2251.0,337,12,21,0.2697967711570243
2568.0,337,12,22,0.1361666490962471
2851.0,337,12,23,1.2246467991473532e-16
3091.0,338,12,0,0.0
3289.0,338,12,1,0.1361666490962466
3480.0,338,12,2,0.2697967711570243
3458.0,338,12,3,0.39840108984624145
3639.0,338,12,4,0.5195839500354336
3813.0,338,12,5,0.6310879443260529
3996.0,338,12,6,0.730835964278124
4495.0,338,12,7,0.816969893010442
5079.0,338,12,8,0.8878852184023752
5833.0,338,12,9,0.9422609221188204
6413.0,338,12,10,0.9790840876823229
7310.0,338,12,11,0.9976687691905392
8313.0,338,12,12,0.9976687691905392
9221.0,338,12,13,0.9790840876823229
10156.0,338,12,14,0.9422609221188205
10965.0,338,12,15,0.8878852184023752
11507.0,338,12,16,0.8169698930104421
12079.0,338,12,17,0.7308359642781239
12372.0,338,12,18,0.631087944326053
12401.0,338,12,19,0.5195839500354339
12366.0,338,12,20,0.3984010898462414
12397.0,338,12,21,0.2697967711570243
12276.0,338,12,22,0.1361666490962471
12196.0,338,12,23,1.2246467991473532e-16
12174.0,339,12,0,0.0
12248.0,339,12,1,0.1361666490962466
12272.0,339,12,2,0.2697967711570243
12004.0,339,12,3,0.39840108984624145
11676.0,339,12,4,0.5195839500354336
11332.0,339,12,5,0.6310879443260529
10791.0,339,12,6,0.730835964278124
10098.0,339,12,7,0.816969893010442
9057.0,339,12,8,0.8878852184023752
8127.0,339,12,9,0.9422609221188204
7350.0,339,12,10,0.9790840876823229
6940.0,339,12,11,0.9976687691905392
6611.0,339,12,12,0.9976687691905392
6099.0,339,12,13,0.9790840876823229
5540.0,339,12,14,0.9422609221188205
5380.0,339,12,15,0.8878852184023752
4924.0,339,12,16,0.8169698930104421
4737.0,339,12,17,0.7308359642781239
4891.0,339,12,18,0.631087944326053
4922.0,339,12,19,0.5195839500354339
5020.0,339,12,20,0.3984010898462414
4669.0,339,12,21,0.2697967711570243
4269.0,339,12,22,0.1361666490962471
4099.0,339,12,23,1.2246467991473532e-16
4189.0,340,12,0,0.0
4196.0,340,12,1,0.1361666490962466
4379.0,340,12,2,0.2697967711570243
4247.0,340,12,3,0.39840108984624145
4402.0,340,12,4,0.5195839500354336
4719.0,340,12,5,0.6310879443260529
5294.0,340,12,6,0.730835964278124
5735.0,340,12,7,0.816969893010442
6030.0,340,12,8,0.8878852184023752
5590.0,340,12,9,0.9422609221188204
5426.0,340,12,10,0.9790840876823229
5581.0,340,12,11,0.9976687691905392
5503.0,340,12,12,0.9976687691905392
5497.0,340,12,13,0.9790840876823229
5617.0,340,12,14,0.9422609221188205
5655.0,340,12,15,0.8878852184023752
5708.0,340,12,16,0.8169698930104421
6384.0,340,12,17,0.7308359642781239
6827.0,340,12,18,0.631087944326053
6517.0,340,12,19,0.5195839500354339
6038.0,340,12,20,0.3984010898462414
5368.0,340,12,21,0.2697967711570243
4898.0,340,12,22,0.1361666490962471
4362.0,340,12,23,1.2246467991473532e-16
3896.0,341,12,0,0.0
3799.0,341,12,1,0.1361666490962466
3731.0,341,12,2,0.2697967711570243
3485.0,341,12,3,0.39840108984624145
3268.0,341,12,4,0.5195839500354336
3028.0,341,12,5,0.6310879443260529
2634.0,341,12,6,0.730835964278124
2403.0,341,12,7,0.816969893010442
2386.0,341,12,8,0.8878852184023752
2293.0,341,12,9,0.9422609221188204
2169.0,341,12,10,0.9790840876823229
1933.0,341,12,11,0.9976687691905392
1935.0,341,12,12,0.9976687691905392
2072.0,341,12,13,0.9790840876823229
2114.0,341,12,14,0.9422609221188205
2012.0,341,12,15,0.8878852184023752
1939.0,341,12,16,0.8169698930104421
1984.0,341,12,17,0.7308359642781239
1973.0,341,12,18,0.631087944326053
1842.0,341,12,19,0.5195839500354339
1724.0,341,12,20,0.3984010898462414
1694.0,341,12,21,0.2697967711570243
1403.0,341,12,22,0.1361666490962471
1150.0,341,12,23,1.2246467991473532e-16
1074.0,342,12,0,0.0
932.0,342,12,1,0.1361666490962466
848.0,342,12,2,0.2697967711570243
753.0,342,12,3,0.39840108984624145
797.0,342,12,4,0.5195839500354336
928.0,342,12,5,0.6310879443260529
1136.0,342,12,6,0.730835964278124
1270.0,342,12,7,0.816969893010442
1323.0,342,12,8,0.8878852184023752
1252.0,342,12,9,0.9422609221188204
1213.0,342,12,10,0.9790840876823229
1265.0,342,12,11,0.9976687691905392
1354.0,342,12,12,0.9976687691905392
1498.0,342,12,13,0.9790840876823229
1642.0,342,12,14,0.9422609221188205
1825.0,342,12,15,0.8878852184023752
2116.0,342,12,16,0.8169698930104421
2510.0,342,12,17,0.7308359642781239
2918.0,342,12,18,0.631087944326053
3169.0,342,12,19,0.5195839500354339
3403.0,342,12,20,0.3984010898462414
3444.0,342,12,21,0.2697967711570243
3433.0,342,12,22,0.1361666490962471
3398.0,342,12,23,1.2246467991473532e-16
3428.0,343,12,0,0.0
3399.0,343,12,1,0.1361666490962466
3275.0,343,12,2,0.2697967711570243
3050.0,343,12,3,0.39840108984624145
2922.0,343,12,4,0.5195839500354336
2821.0,343,12,5,0.6310879443260529
2583.0,343,12,6,0.730835964278124
2364.0,343,12,7,0.816969893010442
2150.0,343,12,8,0.8878852184023752
1897.0,343,12,9,0.9422609221188204
1583.0,343,12,10,0.9790840876823229
1573.0,343,12,11,0.9976687691905392
1581.0,343,12,12,0.9976687691905392
1610.0,343,12,13,0.9790840876823229
1779.0,343,12,14,0.9422609221188205
1868.0,343,12,15,0.8878852184023752
1880.0,343,12,16,0.8169698930104421
1934.0,343,12,17,0.7308359642781239
2199.0,343,12,18,0.631087944326053
2325.0,343,12,19,0.5195839500354339
2422.0,343,12,20,0.3984010898462414
2524.0,343,12,21,0.2697967711570243
2543.0,343,12,22,0.1361666490962471
2455.0,343,12,23,1.2246467991473532e-16
2423.0,344,12,0,0.0
2441.0,344,12,1,0.1361666490962466
2484.0,344,12,2,0.2697967711570243
2505.0,344,12,3,0.39840108984624145
2542.0,344,12,4,0.5195839500354336
2539.0,344,12,5,0.6310879443260529
2578.0,344,12,6,0.730835964278124
2729.0,344,12,7,0.816969893010442
2874.0,344,12,8,0.8878852184023752
2821.0,344,12,9,0.9422609221188204
2540.0,344,12,10,0.9790840876823229
2253.0,344,12,11,0.9976687691905392
2058.0,344,12,12,0.9976687691905392
1994.0,344,12,13,0.9790840876823229
1952.0,344,12,14,0.9422609221188205
1988.0,344,12,15,0.8878852184023752
2103.0,344,12,16,0.8169698930104421
2320.0,344,12,17,0.7308359642781239
2836.0,344,12,18,0.631087944326053
3274.0,344,12,19,0.5195839500354339
3665.0,344,12,20,0.3984010898462414
3962.0,344,12,21,0.2697967711570243
4150.0,344,12,22,0.1361666490962471
4478.0,344,12,23,1.2246467991473532e-16
4946.0,345,12,0,0.0
5168.0,345,12,1,0.1361666490962466
5365.0,345,12,2,0.2697967711570243
5248.0,345,12,3,0.39840108984624145
5084.0,345,12,4,0.5195839500354336
4888.0,345,12,5,0.6310879443260529
4687.0,345,12,6,0.730835964278124
4618.0,345,12,7,0.816969893010442
4472.0,345,12,8,0.8878852184023752
4716.0,345,12,9,0.9422609221188204
4501.0,345,12,10,0.9790840876823229
4065.0,345,12,11,0.9976687691905392
3700.0,345,12,12,0.9976687691905392
3183.0,345,12,13,0.9790840876823229
2640.0,345,12,14,0.9422609221188205
2328.0,345,12,15,0.8878852184023752
2563.0,345,12,16,0.8169698930104421
3879.0,345,12,17,0.7308359642781239
5165.0,345,12,18,0.631087944326053
5611.0,345,12,19,0.5195839500354339
5996.0,345,12,20,0.3984010898462414
6503.0,345,12,21,0.2697967711570243
6676.0,345,12,22,0.1361666490962471
7145.0,345,12,23,1.2246467991473532e-16
7011.0,346,12,0,0.0
6771.0,346,12,1,0.1361666490962466
6702.0,346,12,2,0.2697967711570243
7098.0,346,12,3,0.39840108984624145
7827.0,346,12,4,0.5195839500354336
8118.0,346,12,5,0.6310879443260529
8241.0,346,12,6,0.730835964278124
8422.0,346,12,7,0.816969893010442
8330.0,346,12,8,0.8878852184023752
8109.0,346,12,9,0.9422609221188204
7859.0,346,12,10,0.9790840876823229
7740.0,346,12,11,0.9976687691905392
7341.0,346,12,12,0.9976687691905392
6696.0,346,12,13,0.9790840876823229
6185.0,346,12,14,0.9422609221188205
5956.0,346,12,15,0.8878852184023752
6038.0,346,12,16,0.8169698930104421
6079.0,346,12,17,0.7308359642781239
6148.0,346,12,18,0.631087944326053
6213.0,346,12,19,0.5195839500354339
6438.0,346,12,20,0.3984010898462414
6222.0,346,12,21,0.2697967711570243
6010.0,346,12,22,0.1361666490962471
6047.0,346,12,23,1.2246467991473532e-16
6163.0,347,12,0,0.0
5879.0,347,12,1,0.1361666490962466
5548.0,347,12,2,0.2697967711570243
5290.0,347,12,3,0.39840108984624145
5056.0,347,12,4,0.5195839500354336
4922.0,347,12,5,0.6310879443260529
4820.0,347,12,6,0.730835964278124
5044.0,347,12,7,0.816969893010442
5079.0,347,12,8,0.8878852184023752
4972.0,347,12,9,0.9422609221188204
4871.0,347,12,10,0.9790840876823229
4976.0,347,12,11,0.9976687691905392
5368.0,347,12,12,0.9976687691905392
5807.0,347,12,13,0.9790840876823229
5709.0,347,12,14,0.9422609221188205
5775.0,347,12,15,0.8878852184023752
5785.0,347,12,16,0.8169698930104421
5815.0,347,12,17,0.7308359642781239
6186.0,347,12,18,0.631087944326053
6480.0,347,12,19,0.5195839500354339
6287.0,347,12,20,0.3984010898462414
5942.0,347,12,21,0.2697967711570243
5566.0,347,12,22,0.1361666490962471
5341.0,347,12,23,1.2246467991473532e-16
5110.0,348,12,0,0.0
4870.0,348,12,1,0.1361666490962466
4527.0,348,12,2,0.2697967711570243
4028.0,348,12,3,0.39840108984624145
3708.0,348,12,4,0.5195839500354336
3608.0,348,12,5,0.6310879443260529
3395.0,348,12,6,0.730835964278124
3385.0,348,12,7,0.816969893010442
3663.0,348,12,8,0.8878852184023752
4068.0,348,12,9,0.9422609221188204
4350.0,348,12,10,0.9790840876823229
4513.0,348,12,11,0.9976687691905392
5102.0,348,12,12,0.9976687691905392
5651.0,348,12,13,0.9790840876823229
6216.0,348,12,14,0.9422609221188205
7169.0,348,12,15,0.8878852184023752
8003.0,348,12,16,0.8169698930104421
8701.0,348,12,17,0.7308359642781239
9276.0,348,12,18,0.631087944326053
9665.0,348,12,19,0.5195839500354339
9896.0,348,12,20,0.3984010898462414
9815.0,348,12,21,0.2697967711570243
9453.0,348,12,22,0.1361666490962471
9516.0,348,12,23,1.2246467991473532e-16
9656.0,349,12,0,0.0
9757.0,349,12,1,0.1361666490962466
9495.0,349,12,2,0.2697967711570243
9137.0,349,12,3,0.39840108984624145
9016.0,349,12,4,0.5195839500354336
8802.0,349,12,5,0.6310879443260529
8436.0,349,12,6,0.730835964278124
8363.0,349,12,7,0.816969893010442
8146.0,349,12,8,0.8878852184023752
7880.0,349,12,9,0.9422609221188204
7271.0,349,12,10,0.9790840876823229
6498.0,349,12,11,0.9976687691905392
5770.0,349,12,12,0.9976687691905392
5329.0,349,12,13,0.9790840876823229
5047.0,349,12,14,0.9422609221188205
5111.0,349,12,15,0.8878852184023752
5439.0,349,12,16,0.8169698930104421
5989.0,349,12,17,0.7308359642781239
6293.0,349,12,18,0.631087944326053
6588.0,349,12,19,0.5195839500354339
6526.0,349,12,20,0.3984010898462414
6743.0,349,12,21,0.2697967711570243
6519.0,349,12,22,0.1361666490962471
6200.0,349,12,23,1.2246467991473532e-16
5947.0,350,12,0,0.0
5780.0,350,12,1,0.1361666490962466
5464.0,350,12,2,0.2697967711570243
4910.0,350,12,3,0.39840108984624145
4532.0,350,12,4,0.5195839500354336
4344.0,350,12,5,0.6310879443260529
4224.0,350,12,6,0.730835964278124
4129.0,350,12,7,0.816969893010442
3940.0,350,12,8,0.8878852184023752
3921.0,350,12,9,0.9422609221188204
3531.0,350,12,10,0.9790840876823229
3117.0,350,12,11,0.9976687691905392
2962.0,350,12,12,0.9976687691905392
2771.0,350,12,13,0.9790840876823229
2750.0,350,12,14,0.9422609221188205
2579.0,350,12,15,0.8878852184023752
2451.0,350,12,16,0.8169698930104421
2673.0,350,12,17,0.7308359642781239
3143.0,350,12,18,0.631087944326053
3643.0,350,12,19,0.5195839500354339
4259.0,350,12,20,0.3984010898462414
4429.0,350,12,21,0.2697967711570243
