Source,Production,dayOfYear,month_number,Hour,month_sinhalf,hour_sinhalf
1,4461.0,313,11,5,0.9659258262890683,0.6310879443260529
0,0.0,313,11,6,1.0,0.730835964278124
1,4246.0,313,11,6,1.0,0.730835964278124
0,5.0,313,11,7,0.9659258262890683,0.816969893010442
1,3837.0,313,11,7,0.9659258262890683,0.816969893010442
1,3688.0,313,11,8,0.8660254037844387,0.8878852184023752
0,197.0,313,11,8,0.8660254037844387,0.8878852184023752
1,3029.0,313,11,9,0.7071067811865476,0.9422609221188204
0,848.0,313,11,9,0.7071067811865476,0.9422609221188204
0,1487.0,313,11,10,0.49999999999999994,0.9790840876823229
1,2429.0,313,11,10,0.49999999999999994,0.9790840876823229
1,2101.0,313,11,11,0.258819045102521,0.9976687691905392
0,1880.0,313,11,11,0.258819045102521,0.9976687691905392
1,1827.0,313,11,12,1.2246467991473532e-16,0.9976687691905392
0,1999.0,313,11,12,1.2246467991473532e-16,0.9976687691905392
1,1629.0,313,11,13,-0.2588190451025208,0.9790840876823229
0,1915.0,313,11,13,-0.2588190451025208,0.9790840876823229
1,1512.0,313,11,14,-0.4999999999999997,0.9422609221188205
0,1709.0,313,11,14,-0.4999999999999997,0.9422609221188205
0,1213.0,313,11,15,-0.7071067811865471,0.8878852184023752
1,1524.0,313,11,15,-0.7071067811865471,0.8878852184023752
1,1693.0,313,11,16,-0.8660254037844385,0.8169698930104421
0,510.0,313,11,16,-0.8660254037844385,0.8169698930104421
1,2055.0,313,11,17,-0.9659258262890683,0.7308359642781239
0,49.0,313,11,17,-0.9659258262890683,0.7308359642781239
0,1.0,313,11,18,-1.0,0.631087944326053
1,2655.0,313,11,18,-1.0,0.631087944326053
1,3081.0,313,11,19,-0.9659258262890684,0.5195839500354339
0,0.0,313,11,19,-0.9659258262890684,0.5195839500354339
0,0.0,313,11,20,-0.8660254037844386,0.3984010898462414
1,3428.0,313,11,20,-0.8660254037844386,0.3984010898462414
1,3691.0,313,11,21,-0.7071067811865477,0.2697967711570243
0,0.0,313,11,21,-0.7071067811865477,0.2697967711570243
1,3434.0,313,11,22,-0.5000000000000004,0.1361666490962471
0,0.0,313,11,22,-0.5000000000000004,0.1361666490962471
1,3119.0,313,11,23,-0.25881904510252157,1.2246467991473532e-16
0,0.0,313,11,23,-0.25881904510252157,1.2246467991473532e-16
1,3039.0,314,11,0,0.0,0.0
0,0.0,314,11,0,0.0,0.0
0,0.0,314,11,1,0.25881904510252074,0.1361666490962466
1,3019.0,314,11,1,0.25881904510252074,0.1361666490962466
1,2906.0,314,11,2,0.49999999999999994,0.2697967711570243
0,0.0,314,11,2,0.49999999999999994,0.2697967711570243
1,2770.0,314,11,3,0.7071067811865476,0.39840108984624145
0,0.0,314,11,3,0.7071067811865476,0.39840108984624145
1,2682.0,314,11,4,0.8660254037844386,0.5195839500354336
0,0.0,314,11,4,0.8660254037844386,0.5195839500354336
1,2568.0,314,11,5,0.9659258262890683,0.6310879443260529
0,0.0,314,11,5,0.9659258262890683,0.6310879443260529
1,2555.0,314,11,6,1.0,0.730835964278124
0,0.0,314,11,6,1.0,0.730835964278124
1,2644.0,314,11,7,0.9659258262890683,0.816969893010442
0,10.0,314,11,7,0.9659258262890683,0.816969893010442
1,2561.0,314,11,8,0.8660254037844387,0.8878852184023752
0,277.0,314,11,8,0.8660254037844387,0.8878852184023752
1,2294.0,314,11,9,0.7071067811865476,0.9422609221188204
0,967.0,314,11,9,0.7071067811865476,0.9422609221188204
0,1582.0,314,11,10,0.49999999999999994,0.9790840876823229
1,1717.0,314,11,10,0.49999999999999994,0.9790840876823229
1,1347.0,314,11,11,0.258819045102521,0.9976687691905392
0,1810.0,314,11,11,0.258819045102521,0.9976687691905392
0,1937.0,314,11,12,1.2246467991473532e-16,0.9976687691905392
1,1183.0,314,11,12,1.2246467991473532e-16,0.9976687691905392
1,1111.0,314,11,13,-0.2588190451025208,0.9790840876823229
0,1804.0,314,11,13,-0.2588190451025208,0.9790840876823229
1,959.0,314,11,14,-0.4999999999999997,0.9422609221188205
0,1549.0,314,11,14,-0.4999999999999997,0.9422609221188205
1,867.0,314,11,15,-0.7071067811865471,0.8878852184023752
0,1057.0,314,11,15,-0.7071067811865471,0.8878852184023752
1,810.0,314,11,16,-0.8660254037844385,0.8169698930104421
0,479.0,314,11,16,-0.8660254037844385,0.8169698930104421
1,1016.0,314,11,17,-0.9659258262890683,0.7308359642781239
0,49.0,314,11,17,-0.9659258262890683,0.7308359642781239
1,1356.0,314,11,18,-1.0,0.631087944326053
0,5.0,314,11,18,-1.0,0.631087944326053
1,1553.0,314,11,19,-0.9659258262890684,0.5195839500354339
0,2.0,314,11,19,-0.9659258262890684,0.5195839500354339
1,1606.0,314,11,20,-0.8660254037844386,0.3984010898462414
0,1.0,314,11,20,-0.8660254037844386,0.3984010898462414
1,1622.0,314,11,21,-0.7071067811865477,0.2697967711570243
0,1.0,314,11,21,-0.7071067811865477,0.2697967711570243
1,1464.0,314,11,22,-0.5000000000000004,0.1361666490962471
0,0.0,314,11,22,-0.5000000000000004,0.1361666490962471
1,1315.0,314,11,23,-0.25881904510252157,1.2246467991473532e-16
0,0.0,314,11,23,-0.25881904510252157,1.2246467991473532e-16
1,1152.0,315,11,0,0.0,0.0
0,0.0,315,11,0,0.0,0.0
0,0.0,315,11,1,0.25881904510252074,0.1361666490962466
1,994.0,315,11,1,0.25881904510252074,0.1361666490962466
0,0.0,315,11,2,0.49999999999999994,0.2697967711570243
1,805.0,315,11,2,0.49999999999999994,0.2697967711570243
1,617.0,315,11,3,0.7071067811865476,0.39840108984624145
0,0.0,315,11,3,0.7071067811865476,0.39840108984624145
1,526.0,315,11,4,0.8660254037844386,0.5195839500354336
0,0.0,315,11,4,0.8660254037844386,0.5195839500354336
0,0.0,315,11,5,0.9659258262890683,0.6310879443260529
1,511.0,315,11,5,0.9659258262890683,0.6310879443260529
0,0.0,315,11,6,1.0,0.730835964278124
1,482.0,315,11,6,1.0,0.730835964278124
0,7.0,315,11,7,0.9659258262890683,0.816969893010442
1,436.0,315,11,7,0.9659258262890683,0.816969893010442
0,208.0,315,11,8,0.8660254037844387,0.8878852184023752
1,438.0,315,11,8,0.8660254037844387,0.8878852184023752
1,459.0,315,11,9,0.7071067811865476,0.9422609221188204
0,773.0,315,11,9,0.7071067811865476,0.9422609221188204
1,389.0,315,11,10,0.49999999999999994,0.9790840876823229
0,1457.0,315,11,10,0.49999999999999994,0.9790840876823229
0,1866.0,315,11,11,0.258819045102521,0.9976687691905392
1,381.0,315,11,11,0.258819045102521,0.9976687691905392
0,2061.0,315,11,12,1.2246467991473532e-16,0.9976687691905392
1,467.0,315,11,12,1.2246467991473532e-16,0.9976687691905392
1,518.0,315,11,13,-0.2588190451025208,0.9790840876823229
0,2078.0,315,11,13,-0.2588190451025208,0.9790840876823229
1,540.0,315,11,14,-0.4999999999999997,0.9422609221188205
0,1803.0,315,11,14,-0.4999999999999997,0.9422609221188205
1,563.0,315,11,15,-0.7071067811865471,0.8878852184023752
0,1286.0,315,11,15,-0.7071067811865471,0.8878852184023752
1,538.0,315,11,16,-0.8660254037844385,0.8169698930104421
0,483.0,315,11,16,-0.8660254037844385,0.8169698930104421
1,561.0,315,11,17,-0.9659258262890683,0.7308359642781239
0,37.0,315,11,17,-0.9659258262890683,0.7308359642781239
1,666.0,315,11,18,-1.0,0.631087944326053
0,3.0,315,11,18,-1.0,0.631087944326053
1,732.0,315,11,19,-0.9659258262890684,0.5195839500354339
0,1.0,315,11,19,-0.9659258262890684,0.5195839500354339
1,777.0,315,11,20,-0.8660254037844386,0.3984010898462414
0,0.0,315,11,20,-0.8660254037844386,0.3984010898462414
1,803.0,315,11,21,-0.7071067811865477,0.2697967711570243
0,0.0,315,11,21,-0.7071067811865477,0.2697967711570243
1,757.0,315,11,22,-0.5000000000000004,0.1361666490962471
0,0.0,315,11,22,-0.5000000000000004,0.1361666490962471
1,705.0,315,11,23,-0.25881904510252157,1.2246467991473532e-16
0,0.0,315,11,23,-0.25881904510252157,1.2246467991473532e-16
1,648.0,316,11,0,0.0,0.0
0,0.0,316,11,0,0.0,0.0
1,645.0,316,11,1,0.25881904510252074,0.1361666490962466
0,0.0,316,11,1,0.25881904510252074,0.1361666490962466
1,630.0,316,11,2,0.49999999999999994,0.2697967711570243
0,0.0,316,11,2,0.49999999999999994,0.2697967711570243
0,0.0,316,11,3,0.7071067811865476,0.39840108984624145
1,618.0,316,11,3,0.7071067811865476,0.39840108984624145
1,641.0,316,11,4,0.8660254037844386,0.5195839500354336
0,0.0,316,11,4,0.8660254037844386,0.5195839500354336
1,686.0,316,11,5,0.9659258262890683,0.6310879443260529
0,0.0,316,11,5,0.9659258262890683,0.6310879443260529
1,732.0,316,11,6,1.0,0.730835964278124
0,0.0,316,11,6,1.0,0.730835964278124
1,907.0,316,11,7,0.9659258262890683,0.816969893010442
0,9.0,316,11,7,0.9659258262890683,0.816969893010442
1,1062.0,316,11,8,0.8660254037844387,0.8878852184023752
0,310.0,316,11,8,0.8660254037844387,0.8878852184023752
0,1109.0,316,11,9,0.7071067811865476,0.9422609221188204
1,1203.0,316,11,9,0.7071067811865476,0.9422609221188204
1,1316.0,316,11,10,0.49999999999999994,0.9790840876823229
0,1872.0,316,11,10,0.49999999999999994,0.9790840876823229
1,1482.0,316,11,11,0.258819045102521,0.9976687691905392
0,2348.0,316,11,11,0.258819045102521,0.9976687691905392
1,1715.0,316,11,12,1.2246467991473532e-16,0.9976687691905392
0,2572.0,316,11,12,1.2246467991473532e-16,0.9976687691905392
0,2522.0,316,11,13,-0.2588190451025208,0.9790840876823229
1,1989.0,316,11,13,-0.2588190451025208,0.9790840876823229
1,2198.0,316,11,14,-0.4999999999999997,0.9422609221188205
0,2243.0,316,11,14,-0.4999999999999997,0.9422609221188205
1,2383.0,316,11,15,-0.7071067811865471,0.8878852184023752
0,1478.0,316,11,15,-0.7071067811865471,0.8878852184023752
1,2697.0,316,11,16,-0.8660254037844385,0.8169698930104421
0,495.0,316,11,16,-0.8660254037844385,0.8169698930104421
1,3397.0,316,11,17,-0.9659258262890683,0.7308359642781239
0,39.0,316,11,17,-0.9659258262890683,0.7308359642781239
1,4500.0,316,11,18,-1.0,0.631087944326053
0,7.0,316,11,18,-1.0,0.631087944326053
0,3.0,316,11,19,-0.9659258262890684,0.5195839500354339
1,5735.0,316,11,19,-0.9659258262890684,0.5195839500354339
0,1.0,316,11,20,-0.8660254037844386,0.3984010898462414
1,6596.0,316,11,20,-0.8660254037844386,0.3984010898462414
0,1.0,316,11,21,-0.7071067811865477,0.2697967711570243
1,7368.0,316,11,21,-0.7071067811865477,0.2697967711570243
1,7601.0,316,11,22,-0.5000000000000004,0.1361666490962471
0,1.0,316,11,22,-0.5000000000000004,0.1361666490962471
1,7786.0,316,11,23,-0.25881904510252157,1.2246467991473532e-16
0,0.0,316,11,23,-0.25881904510252157,1.2246467991473532e-16
1,7797.0,317,11,0,0.0,0.0
0,0.0,317,11,0,0.0,0.0
1,7886.0,317,11,1,0.25881904510252074,0.1361666490962466
0,0.0,317,11,1,0.25881904510252074,0.1361666490962466
1,7739.0,317,11,2,0.49999999999999994,0.2697967711570243
0,0.0,317,11,2,0.49999999999999994,0.2697967711570243
1,7395.0,317,11,3,0.7071067811865476,0.39840108984624145
0,0.0,317,11,3,0.7071067811865476,0.39840108984624145
1,6684.0,317,11,4,0.8660254037844386,0.5195839500354336
0,0.0,317,11,4,0.8660254037844386,0.5195839500354336
1,6021.0,317,11,5,0.9659258262890683,0.6310879443260529
0,0.0,317,11,5,0.9659258262890683,0.6310879443260529
0,0.0,317,11,6,1.0,0.730835964278124
1,5546.0,317,11,6,1.0,0.730835964278124
0,4.0,317,11,7,0.9659258262890683,0.816969893010442
1,5279.0,317,11,7,0.9659258262890683,0.816969893010442
1,5076.0,317,11,8,0.8660254037844387,0.8878852184023752
0,164.0,317,11,8,0.8660254037844387,0.8878852184023752
1,4346.0,317,11,9,0.7071067811865476,0.9422609221188204
0,742.0,317,11,9,0.7071067811865476,0.9422609221188204
1,3646.0,317,11,10,0.49999999999999994,0.9790840876823229
0,1482.0,317,11,10,0.49999999999999994,0.9790840876823229
0,1955.0,317,11,11,0.258819045102521,0.9976687691905392
1,3335.0,317,11,11,0.258819045102521,0.9976687691905392
1,3192.0,317,11,12,1.2246467991473532e-16,0.9976687691905392
0,2444.0,317,11,12,1.2246467991473532e-16,0.9976687691905392
1,2854.0,317,11,13,-0.2588190451025208,0.9790840876823229
0,2366.0,317,11,13,-0.2588190451025208,0.9790840876823229
0,2150.0,317,11,14,-0.4999999999999997,0.9422609221188205
1,2256.0,317,11,14,-0.4999999999999997,0.9422609221188205
0,1483.0,317,11,15,-0.7071067811865471,0.8878852184023752
1,1685.0,317,11,15,-0.7071067811865471,0.8878852184023752
1,1292.0,317,11,16,-0.8660254037844385,0.8169698930104421
0,561.0,317,11,16,-0.8660254037844385,0.8169698930104421
0,39.0,317,11,17,-0.9659258262890683,0.7308359642781239
1,1267.0,317,11,17,-0.9659258262890683,0.7308359642781239
0,2.0,317,11,18,-1.0,0.631087944326053
1,1675.0,317,11,18,-1.0,0.631087944326053
1,2295.0,317,11,19,-0.9659258262890684,0.5195839500354339
0,0.0,317,11,19,-0.9659258262890684,0.5195839500354339
1,2865.0,317,11,20,-0.8660254037844386,0.3984010898462414
0,0.0,317,11,20,-0.8660254037844386,0.3984010898462414
1,3200.0,317,11,21,-0.7071067811865477,0.2697967711570243
0,0.0,317,11,21,-0.7071067811865477,0.2697967711570243
1,3444.0,317,11,22,-0.5000000000000004,0.1361666490962471
0,0.0,317,11,22,-0.5000000000000004,0.1361666490962471
1,3820.0,317,11,23,-0.25881904510252157,1.2246467991473532e-16
0,0.0,317,11,23,-0.25881904510252157,1.2246467991473532e-16
1,4217.0,318,11,0,0.0,0.0
0,0.0,318,11,0,0.0,0.0
0,0.0,318,11,1,0.25881904510252074,0.1361666490962466
1,4605.0,318,11,1,0.25881904510252074,0.1361666490962466
1,4914.0,318,11,2,0.49999999999999994,0.2697967711570243
0,0.0,318,11,2,0.49999999999999994,0.2697967711570243
1,5159.0,318,11,3,0.7071067811865476,0.39840108984624145
0,0.0,318,11,3,0.7071067811865476,0.39840108984624145
1,5344.0,318,11,4,0.8660254037844386,0.5195839500354336
0,0.0,318,11,4,0.8660254037844386,0.5195839500354336
1,5433.0,318,11,5,0.9659258262890683,0.6310879443260529
0,0.0,318,11,5,0.9659258262890683,0.6310879443260529
1,5719.0,318,11,6,1.0,0.730835964278124
0,0.0,318,11,6,1.0,0.730835964278124
1,6353.0,318,11,7,0.9659258262890683,0.816969893010442
0,6.0,318,11,7,0.9659258262890683,0.816969893010442
1,6952.0,318,11,8,0.8660254037844387,0.8878852184023752
0,229.0,318,11,8,0.8660254037844387,0.8878852184023752
1,7071.0,318,11,9,0.7071067811865476,0.9422609221188204
0,761.0,318,11,9,0.7071067811865476,0.9422609221188204
0,1276.0,318,11,10,0.49999999999999994,0.9790840876823229
1,6528.0,318,11,10,0.49999999999999994,0.9790840876823229
1,5703.0,318,11,11,0.258819045102521,0.9976687691905392
0,1712.0,318,11,11,0.258819045102521,0.9976687691905392
0,1907.0,318,11,12,1.2246467991473532e-16,0.9976687691905392
1,4920.0,318,11,12,1.2246467991473532e-16,0.9976687691905392
1,4471.0,318,11,13,-0.2588190451025208,0.9790840876823229
0,1792.0,318,11,13,-0.2588190451025208,0.9790840876823229
1,4094.0,318,11,14,-0.4999999999999997,0.9422609221188205
0,1551.0,318,11,14,-0.4999999999999997,0.9422609221188205
1,3589.0,318,11,15,-0.7071067811865471,0.8878852184023752
0,1041.0,318,11,15,-0.7071067811865471,0.8878852184023752
1,3438.0,318,11,16,-0.8660254037844385,0.8169698930104421
0,402.0,318,11,16,-0.8660254037844385,0.8169698930104421
0,32.0,318,11,17,-0.9659258262890683,0.7308359642781239
1,3616.0,318,11,17,-0.9659258262890683,0.7308359642781239
1,4074.0,318,11,18,-1.0,0.631087944326053
0,1.0,318,11,18,-1.0,0.631087944326053
1,4407.0,318,11,19,-0.9659258262890684,0.5195839500354339
0,0.0,318,11,19,-0.9659258262890684,0.5195839500354339
1,4412.0,318,11,20,-0.8660254037844386,0.3984010898462414
0,0.0,318,11,20,-0.8660254037844386,0.3984010898462414
1,4459.0,318,11,21,-0.7071067811865477,0.2697967711570243
0,0.0,318,11,21,-0.7071067811865477,0.2697967711570243
1,4410.0,318,11,22,-0.5000000000000004,0.1361666490962471
0,0.0,318,11,22,-0.5000000000000004,0.1361666490962471
1,4452.0,318,11,23,-0.25881904510252157,1.2246467991473532e-16
0,0.0,318,11,23,-0.25881904510252157,1.2246467991473532e-16
1,4448.0,319,11,0,0.0,0.0
0,0.0,319,11,0,0.0,0.0
1,4299.0,319,11,1,0.25881904510252074,0.1361666490962466
0,0.0,319,11,1,0.25881904510252074,0.1361666490962466
0,0.0,319,11,2,0.49999999999999994,0.2697967711570243
1,4349.0,319,11,2,0.49999999999999994,0.2697967711570243
0,0.0,319,11,3,0.7071067811865476,0.39840108984624145
1,4763.0,319,11,3,0.7071067811865476,0.39840108984624145
1,5333.0,319,11,4,0.8660254037844386,0.5195839500354336
0,0.0,319,11,4,0.8660254037844386,0.5195839500354336
1,5782.0,319,11,5,0.9659258262890683,0.6310879443260529
0,0.0,319,11,5,0.9659258262890683,0.6310879443260529
0,0.0,319,11,6,1.0,0.730835964278124
1,6301.0,319,11,6,1.0,0.730835964278124
1,6736.0,319,11,7,0.9659258262890683,0.816969893010442
0,4.0,319,11,7,0.9659258262890683,0.816969893010442
1,7036.0,319,11,8,0.8660254037844387,0.8878852184023752
0,261.0,319,11,8,0.8660254037844387,0.8878852184023752
0,1067.0,319,11,9,0.7071067811865476,0.9422609221188204
1,6671.0,319,11,9,0.7071067811865476,0.9422609221188204
0,1851.0,319,11,10,0.49999999999999994,0.9790840876823229
1,6432.0,319,11,10,0.49999999999999994,0.9790840876823229
0,2300.0,319,11,11,0.258819045102521,0.9976687691905392
1,6771.0,319,11,11,0.258819045102521,0.9976687691905392
0,2385.0,319,11,12,1.2246467991473532e-16,0.9976687691905392
1,7065.0,319,11,12,1.2246467991473532e-16,0.9976687691905392
1,7297.0,319,11,13,-0.2588190451025208,0.9790840876823229
0,2308.0,319,11,13,-0.2588190451025208,0.9790840876823229
1,7197.0,319,11,14,-0.4999999999999997,0.9422609221188205
0,1941.0,319,11,14,-0.4999999999999997,0.9422609221188205
0,1225.0,319,11,15,-0.7071067811865471,0.8878852184023752
1,7246.0,319,11,15,-0.7071067811865471,0.8878852184023752
0,372.0,319,11,16,-0.8660254037844385,0.8169698930104421
1,7851.0,319,11,16,-0.8660254037844385,0.8169698930104421
1,9086.0,319,11,17,-0.9659258262890683,0.7308359642781239
0,22.0,319,11,17,-0.9659258262890683,0.7308359642781239
1,10371.0,319,11,18,-1.0,0.631087944326053
0,3.0,319,11,18,-1.0,0.631087944326053
0,1.0,319,11,19,-0.9659258262890684,0.5195839500354339
1,11071.0,319,11,19,-0.9659258262890684,0.5195839500354339
1,11521.0,319,11,20,-0.8660254037844386,0.3984010898462414
0,1.0,319,11,20,-0.8660254037844386,0.3984010898462414
1,11426.0,319,11,21,-0.7071067811865477,0.2697967711570243
0,0.0,319,11,21,-0.7071067811865477,0.2697967711570243
0,0.0,319,11,22,-0.5000000000000004,0.1361666490962471
1,11002.0,319,11,22,-0.5000000000000004,0.1361666490962471
1,10850.0,319,11,23,-0.25881904510252157,1.2246467991473532e-16
0,0.0,319,11,23,-0.25881904510252157,1.2246467991473532e-16
1,10811.0,320,11,0,0.0,0.0
0,0.0,320,11,0,0.0,0.0
0,0.0,320,11,1,0.25881904510252074,0.1361666490962466
1,10978.0,320,11,1,0.25881904510252074,0.1361666490962466
1,11090.0,320,11,2,0.49999999999999994,0.2697967711570243
0,0.0,320,11,2,0.49999999999999994,0.2697967711570243
1,11209.0,320,11,3,0.7071067811865476,0.39840108984624145
0,0.0,320,11,3,0.7071067811865476,0.39840108984624145
0,0.0,320,11,4,0.8660254037844386,0.5195839500354336
1,11415.0,320,11,4,0.8660254037844386,0.5195839500354336
0,0.0,320,11,5,0.9659258262890683,0.6310879443260529
1,11861.0,320,11,5,0.9659258262890683,0.6310879443260529
1,12355.0,320,11,6,1.0,0.730835964278124
0,0.0,320,11,6,1.0,0.730835964278124
1,12846.0,320,11,7,0.9659258262890683,0.816969893010442
0,4.0,320,11,7,0.9659258262890683,0.816969893010442
0,190.0,320,11,8,0.8660254037844387,0.8878852184023752
1,13234.0,320,11,8,0.8660254037844387,0.8878852184023752
0,712.0,320,11,9,0.7071067811865476,0.9422609221188204
1,13268.0,320,11,9,0.7071067811865476,0.9422609221188204
1,13300.0,320,11,10,0.49999999999999994,0.9790840876823229
0,1040.0,320,11,10,0.49999999999999994,0.9790840876823229
1,13472.0,320,11,11,0.258819045102521,0.9976687691905392
0,1177.0,320,11,11,0.258819045102521,0.9976687691905392
1,13429.0,320,11,12,1.2246467991473532e-16,0.9976687691905392
0,1070.0,320,11,12,1.2246467991473532e-16,0.9976687691905392
0,880.0,320,11,13,-0.2588190451025208,0.9790840876823229
1,13455.0,320,11,13,-0.2588190451025208,0.9790840876823229
0,573.0,320,11,14,-0.4999999999999997,0.9422609221188205
1,13285.0,320,11,14,-0.4999999999999997,0.9422609221188205
0,286.0,320,11,15,-0.7071067811865471,0.8878852184023752
1,13065.0,320,11,15,-0.7071067811865471,0.8878852184023752
1,12820.0,320,11,16,-0.8660254037844385,0.8169698930104421
0,75.0,320,11,16,-0.8660254037844385,0.8169698930104421
1,12651.0,320,11,17,-0.9659258262890683,0.7308359642781239
0,7.0,320,11,17,-0.9659258262890683,0.7308359642781239
0,2.0,320,11,18,-1.0,0.631087944326053
1,12645.0,320,11,18,-1.0,0.631087944326053
1,12579.0,320,11,19,-0.9659258262890684,0.5195839500354339
0,0.0,320,11,19,-0.9659258262890684,0.5195839500354339
1,12323.0,320,11,20,-0.8660254037844386,0.3984010898462414
0,0.0,320,11,20,-0.8660254037844386,0.3984010898462414
0,0.0,320,11,21,-0.7071067811865477,0.2697967711570243
1,12153.0,320,11,21,-0.7071067811865477,0.2697967711570243
1,11795.0,320,11,22,-0.5000000000000004,0.1361666490962471
0,0.0,320,11,22,-0.5000000000000004,0.1361666490962471
1,11396.0,320,11,23,-0.25881904510252157,1.2246467991473532e-16
0,0.0,320,11,23,-0.25881904510252157,1.2246467991473532e-16
0,0.0,321,11,0,0.0,0.0
1,11408.0,321,11,0,0.0,0.0
0,0.0,321,11,1,0.25881904510252074,0.1361666490962466
1,11148.0,321,11,1,0.25881904510252074,0.1361666490962466
0,0.0,321,11,2,0.49999999999999994,0.2697967711570243
1,9736.0,321,11,2,0.49999999999999994,0.2697967711570243
1,9310.0,321,11,3,0.7071067811865476,0.39840108984624145
0,0.0,321,11,3,0.7071067811865476,0.39840108984624145
1,8743.0,321,11,4,0.8660254037844386,0.5195839500354336
0,0.0,321,11,4,0.8660254037844386,0.5195839500354336
1,9437.0,321,11,5,0.9659258262890683,0.6310879443260529
0,0.0,321,11,5,0.9659258262890683,0.6310879443260529
0,0.0,321,11,6,1.0,0.730835964278124
1,9372.0,321,11,6,1.0,0.730835964278124
1,8967.0,321,11,7,0.9659258262890683,0.816969893010442
0,2.0,321,11,7,0.9659258262890683,0.816969893010442
0,174.0,321,11,8,0.8660254037844387,0.8878852184023752
1,8250.0,321,11,8,0.8660254037844387,0.8878852184023752
0,827.0,321,11,9,0.7071067811865476,0.9422609221188204
1,7888.0,321,11,9,0.7071067811865476,0.9422609221188204
0,1555.0,321,11,10,0.49999999999999994,0.9790840876823229
1,7615.0,321,11,10,0.49999999999999994,0.9790840876823229
1,7218.0,321,11,11,0.258819045102521,0.9976687691905392
0,1968.0,321,11,11,0.258819045102521,0.9976687691905392
1,6696.0,321,11,12,1.2246467991473532e-16,0.9976687691905392
0,1955.0,321,11,12,1.2246467991473532e-16,0.9976687691905392
1,6364.0,321,11,13,-0.2588190451025208,0.9790840876823229
0,1763.0,321,11,13,-0.2588190451025208,0.9790840876823229
1,5950.0,321,11,14,-0.4999999999999997,0.9422609221188205
0,1461.0,321,11,14,-0.4999999999999997,0.9422609221188205
0,968.0,321,11,15,-0.7071067811865471,0.8878852184023752
1,5206.0,321,11,15,-0.7071067811865471,0.8878852184023752
1,4697.0,321,11,16,-0.8660254037844385,0.8169698930104421
0,327.0,321,11,16,-0.8660254037844385,0.8169698930104421
1,4544.0,321,11,17,-0.9659258262890683,0.7308359642781239
0,21.0,321,11,17,-0.9659258262890683,0.7308359642781239
1,4483.0,321,11,18,-1.0,0.631087944326053
0,2.0,321,11,18,-1.0,0.631087944326053
1,4633.0,321,11,19,-0.9659258262890684,0.5195839500354339
0,1.0,321,11,19,-0.9659258262890684,0.5195839500354339
1,4862.0,321,11,20,-0.8660254037844386,0.3984010898462414
0,0.0,321,11,20,-0.8660254037844386,0.3984010898462414
1,5208.0,321,11,21,-0.7071067811865477,0.2697967711570243
0,0.0,321,11,21,-0.7071067811865477,0.2697967711570243
1,4932.0,321,11,22,-0.5000000000000004,0.1361666490962471
0,0.0,321,11,22,-0.5000000000000004,0.1361666490962471
1,4956.0,321,11,23,-0.25881904510252157,1.2246467991473532e-16
0,0.0,321,11,23,-0.25881904510252157,1.2246467991473532e-16
0,0.0,322,11,0,0.0,0.0
1,4825.0,322,11,0,0.0,0.0
0,0.0,322,11,1,0.25881904510252074,0.1361666490962466
1,4866.0,322,11,1,0.25881904510252074,0.1361666490962466
0,0.0,322,11,2,0.49999999999999994,0.2697967711570243
1,4680.0,322,11,2,0.49999999999999994,0.2697967711570243
0,0.0,322,11,3,0.7071067811865476,0.39840108984624145
1,4527.0,322,11,3,0.7071067811865476,0.39840108984624145
0,0.0,322,11,4,0.8660254037844386,0.5195839500354336
1,4366.0,322,11,4,0.8660254037844386,0.5195839500354336
1,4106.0,322,11,5,0.9659258262890683,0.6310879443260529
0,0.0,322,11,5,0.9659258262890683,0.6310879443260529
0,0.0,322,11,6,1.0,0.730835964278124
1,3999.0,322,11,6,1.0,0.730835964278124
1,4019.0,322,11,7,0.9659258262890683,0.816969893010442
0,5.0,322,11,7,0.9659258262890683,0.816969893010442
1,3878.0,322,11,8,0.8660254037844387,0.8878852184023752
0,260.0,322,11,8,0.8660254037844387,0.8878852184023752
1,3486.0,322,11,9,0.7071067811865476,0.9422609221188204
0,1068.0,322,11,9,0.7071067811865476,0.9422609221188204
1,3072.0,322,11,10,0.49999999999999994,0.9790840876823229
0,1894.0,322,11,10,0.49999999999999994,0.9790840876823229
1,2845.0,322,11,11,0.258819045102521,0.9976687691905392
0,2481.0,322,11,11,0.258819045102521,0.9976687691905392
1,2774.0,322,11,12,1.2246467991473532e-16,0.9976687691905392
0,2680.0,322,11,12,1.2246467991473532e-16,0.9976687691905392
0,2564.0,322,11,13,-0.2588190451025208,0.9790840876823229
1,2567.0,322,11,13,-0.2588190451025208,0.9790840876823229
1,2279.0,322,11,14,-0.4999999999999997,0.9422609221188205
0,2150.0,322,11,14,-0.4999999999999997,0.9422609221188205
0,1382.0,322,11,15,-0.7071067811865471,0.8878852184023752
1,1844.0,322,11,15,-0.7071067811865471,0.8878852184023752
0,496.0,322,11,16,-0.8660254037844385,0.8169698930104421
1,1588.0,322,11,16,-0.8660254037844385,0.8169698930104421
1,1701.0,322,11,17,-0.9659258262890683,0.7308359642781239
0,34.0,322,11,17,-0.9659258262890683,0.7308359642781239
0,1.0,322,11,18,-1.0,0.631087944326053
1,1863.0,322,11,18,-1.0,0.631087944326053
1,2219.0,322,11,19,-0.9659258262890684,0.5195839500354339
0,0.0,322,11,19,-0.9659258262890684,0.5195839500354339
