Production,dayOfYear,month_sinhalf,hour_sinhalf
907.0,18,0.49999999999999994,0.9790840876823229
1511.0,18,0.258819045102521,0.9976687691905392
2075.0,18,1.2246467991473532e-16,0.9976687691905392
2240.0,18,-0.2588190451025208,0.9790840876823229
1836.0,18,-0.4999999999999997,0.9422609221188205
1229.0,18,-0.7071067811865471,0.8878852184023752
448.0,18,-0.8660254037844385,0.8169698930104421
35.0,18,-0.9659258262890683,0.7308359642781239
0.0,18,-1.0,0.631087944326053
0.0,18,-0.9659258262890684,0.5195839500354339
0.0,18,-0.8660254037844386,0.3984010898462414
0.0,18,-0.7071067811865477,0.2697967711570243
0.0,18,-0.5000000000000004,0.1361666490962471
0.0,18,-0.25881904510252157,1.2246467991473532e-16
0.0,19,0.0,0.0
0.0,19,0.25881904510252074,0.1361666490962466
0.0,19,0.49999999999999994,0.2697967711570243
0.0,19,0.7071067811865476,0.39840108984624145
0.0,19,0.8660254037844386,0.5195839500354336
1.0,19,0.9659258262890683,0.6310879443260529
0.0,19,1.0,0.730835964278124
0.0,19,0.9659258262890683,0.816969893010442
24.0,19,0.8660254037844387,0.8878852184023752
371.0,19,0.7071067811865476,0.9422609221188204
1099.0,19,0.49999999999999994,0.9790840876823229
1884.0,19,0.258819045102521,0.9976687691905392
2217.0,19,1.2246467991473532e-16,0.9976687691905392
2308.0,19,-0.2588190451025208,0.9790840876823229
2023.0,19,-0.4999999999999997,0.9422609221188205
1548.0,19,-0.7071067811865471,0.8878852184023752
708.0,19,-0.8660254037844385,0.8169698930104421
99.0,19,-0.9659258262890683,0.7308359642781239
1.0,19,-1.0,0.631087944326053
0.0,19,-0.9659258262890684,0.5195839500354339
0.0,19,-0.8660254037844386,0.3984010898462414
0.0,19,-0.7071067811865477,0.2697967711570243
0.0,19,-0.5000000000000004,0.1361666490962471
0.0,19,-0.25881904510252157,1.2246467991473532e-16
0.0,20,0.0,0.0
0.0,20,0.25881904510252074,0.1361666490962466
0.0,20,0.49999999999999994,0.2697967711570243
0.0,20,0.7071067811865476,0.39840108984624145
0.0,20,0.8660254037844386,0.5195839500354336
0.0,20,0.9659258262890683,0.6310879443260529
0.0,20,1.0,0.730835964278124
0.0,20,0.9659258262890683,0.816969893010442
21.0,20,0.8660254037844387,0.8878852184023752
364.0,20,0.7071067811865476,0.9422609221188204
1045.0,20,0.49999999999999994,0.9790840876823229
1655.0,20,0.258819045102521,0.9976687691905392
1994.0,20,1.2246467991473532e-16,0.9976687691905392
1933.0,20,-0.2588190451025208,0.9790840876823229
1632.0,20,-0.4999999999999997,0.9422609221188205
1150.0,20,-0.7071067811865471,0.8878852184023752
497.0,20,-0.8660254037844385,0.8169698930104421
67.0,20,-0.9659258262890683,0.7308359642781239
2.0,20,-1.0,0.631087944326053
0.0,20,-0.9659258262890684,0.5195839500354339
0.0,20,-0.8660254037844386,0.3984010898462414
0.0,20,-0.7071067811865477,0.2697967711570243
0.0,20,-0.5000000000000004,0.1361666490962471
0.0,20,-0.25881904510252157,1.2246467991473532e-16
0.0,21,0.0,0.0
0.0,21,0.25881904510252074,0.1361666490962466
0.0,21,0.49999999999999994,0.2697967711570243
0.0,21,0.7071067811865476,0.39840108984624145
0.0,21,0.8660254037844386,0.5195839500354336
0.0,21,0.9659258262890683,0.6310879443260529
0.0,21,1.0,0.730835964278124
0.0,21,0.9659258262890683,0.816969893010442
13.0,21,0.8660254037844387,0.8878852184023752
229.0,21,0.7071067811865476,0.9422609221188204
668.0,21,0.49999999999999994,0.9790840876823229
1091.0,21,0.258819045102521,0.9976687691905392
1376.0,21,1.2246467991473532e-16,0.9976687691905392
1535.0,21,-0.2588190451025208,0.9790840876823229
1375.0,21,-0.4999999999999997,0.9422609221188205
961.0,21,-0.7071067811865471,0.8878852184023752
411.0,21,-0.8660254037844385,0.8169698930104421
49.0,21,-0.9659258262890683,0.7308359642781239
1.0,21,-1.0,0.631087944326053
0.0,21,-0.9659258262890684,0.5195839500354339
0.0,21,-0.8660254037844386,0.3984010898462414
0.0,21,-0.7071067811865477,0.2697967711570243
0.0,21,-0.5000000000000004,0.1361666490962471
0.0,21,-0.25881904510252157,1.2246467991473532e-16
0.0,22,0.0,0.0
0.0,22,0.25881904510252074,0.1361666490962466
0.0,22,0.49999999999999994,0.2697967711570243
0.0,22,0.7071067811865476,0.39840108984624145
0.0,22,0.8660254037844386,0.5195839500354336
0.0,22,0.9659258262890683,0.6310879443260529
0.0,22,1.0,0.730835964278124
0.0,22,0.9659258262890683,0.816969893010442
16.0,22,0.8660254037844387,0.8878852184023752
229.0,22,0.7071067811865476,0.9422609221188204
631.0,22,0.49999999999999994,0.9790840876823229
880.0,22,0.258819045102521,0.9976687691905392
995.0,22,1.2246467991473532e-16,0.9976687691905392
1062.0,22,-0.2588190451025208,0.9790840876823229
977.0,22,-0.4999999999999997,0.9422609221188205
737.0,22,-0.7071067811865471,0.8878852184023752
298.0,22,-0.8660254037844385,0.8169698930104421
28.0,22,-0.9659258262890683,0.7308359642781239
0.0,22,-1.0,0.631087944326053
0.0,22,-0.9659258262890684,0.5195839500354339
0.0,22,-0.8660254037844386,0.3984010898462414
0.0,22,-0.7071067811865477,0.2697967711570243
0.0,22,-0.5000000000000004,0.1361666490962471
0.0,22,-0.25881904510252157,1.2246467991473532e-16
0.0,23,0.0,0.0
0.0,23,0.25881904510252074,0.1361666490962466
0.0,23,0.49999999999999994,0.2697967711570243
0.0,23,0.7071067811865476,0.39840108984624145
0.0,23,0.8660254037844386,0.5195839500354336
0.0,23,0.9659258262890683,0.6310879443260529
0.0,23,1.0,0.730835964278124
0.0,23,0.9659258262890683,0.816969893010442
24.0,23,0.8660254037844387,0.8878852184023752
177.0,23,0.7071067811865476,0.9422609221188204
412.0,23,0.49999999999999994,0.9790840876823229
634.0,23,0.258819045102521,0.9976687691905392
804.0,23,1.2246467991473532e-16,0.9976687691905392
924.0,23,-0.2588190451025208,0.9790840876823229
868.0,23,-0.4999999999999997,0.9422609221188205
572.0,23,-0.7071067811865471,0.8878852184023752
274.0,23,-0.8660254037844385,0.8169698930104421
34.0,23,-0.9659258262890683,0.7308359642781239
0.0,23,-1.0,0.631087944326053
0.0,23,-0.9659258262890684,0.5195839500354339
0.0,23,-0.8660254037844386,0.3984010898462414
0.0,23,-0.7071067811865477,0.2697967711570243
0.0,23,-0.5000000000000004,0.1361666490962471
0.0,23,-0.25881904510252157,1.2246467991473532e-16
0.0,24,0.0,0.0
0.0,24,0.25881904510252074,0.1361666490962466
0.0,24,0.49999999999999994,0.2697967711570243
0.0,24,0.7071067811865476,0.39840108984624145
0.0,24,0.8660254037844386,0.5195839500354336
0.0,24,0.9659258262890683,0.6310879443260529
0.0,24,1.0,0.730835964278124
0.0,24,0.9659258262890683,0.816969893010442
20.0,24,0.8660254037844387,0.8878852184023752
281.0,24,0.7071067811865476,0.9422609221188204
759.0,24,0.49999999999999994,0.9790840876823229
1185.0,24,0.258819045102521,0.9976687691905392
1526.0,24,1.2246467991473532e-16,0.9976687691905392
1561.0,24,-0.2588190451025208,0.9790840876823229
1401.0,24,-0.4999999999999997,0.9422609221188205
1043.0,24,-0.7071067811865471,0.8878852184023752
506.0,24,-0.8660254037844385,0.8169698930104421
72.0,24,-0.9659258262890683,0.7308359642781239
0.0,24,-1.0,0.631087944326053
0.0,24,-0.9659258262890684,0.5195839500354339
0.0,24,-0.8660254037844386,0.3984010898462414
0.0,24,-0.7071067811865477,0.2697967711570243
0.0,24,-0.5000000000000004,0.1361666490962471
0.0,24,-0.25881904510252157,1.2246467991473532e-16
0.0,25,0.0,0.0
0.0,25,0.25881904510252074,0.1361666490962466
0.0,25,0.49999999999999994,0.2697967711570243
0.0,25,0.7071067811865476,0.39840108984624145
0.0,25,0.8660254037844386,0.5195839500354336
0.0,25,0.9659258262890683,0.6310879443260529
0.0,25,1.0,0.730835964278124
